dateId,areaCode,country,areaName,totalTestResults,totalTestDailyResults,isLeaf
20220217,3300,fr,france_entiere,244395189,366245,False
20220217,3301,fr,ile_de_france,52287912,78227,False
20220217,330101,fr,paris,12881546,20083,True
20220217,330102,fr,seine_et_marne,4980693,6820,True
20220217,330103,fr,yvelines,5244665,7993,True
20220217,330104,fr,essonne,4595070,6175,True
20220217,330105,fr,hauts_de_seine,7406265,11555,True
20220217,330106,fr,seine_saint_denis,6504975,10589,True
20220217,330107,fr,val_de_marne,5869786,8415,True
20220217,330108,fr,val_doise,4804912,6597,True
20220217,3302,fr,centre_val_de_loire,6871543,9893,False
20220217,330201,fr,cher,734205,1342,True
20220217,330202,fr,eure_et_loir,1118144,1315,True
20220217,330203,fr,indre,501039,926,True
20220217,330204,fr,indre_et_loire,1793009,2593,True
20220217,330205,fr,loir_et_cher,801150,1219,True
20220217,330206,fr,loiret,1923996,2498,True
20220217,3303,fr,bourgogne_franche_comte,8430308,12718,False
20220217,330301,fr,cote_dor,1682741,2633,True
20220217,330302,fr,doubs,1829150,2507,True
20220217,330303,fr,jura_fr,821587,1310,True
20220217,330304,fr,nievre,502619,801,True
20220217,330305,fr,haute_saone,664149,1157,True
20220217,330306,fr,saone_et_loire,1495304,2250,True
20220217,330307,fr,yonne,967841,1375,True
20220217,330308,fr,territoire_de_belfort,466917,685,True
20220217,3304,fr,normandie,9839092,13011,False
20220217,330401,fr,calvados,2255737,3318,True
20220217,330402,fr,eure,1542021,1746,True
20220217,330403,fr,manche,1222332,2063,True
20220217,330404,fr,orne,766671,1140,True
20220217,330405,fr,seine_maritime,4052331,4744,True
20220217,3305,fr,hauts_de_france,20625730,27641,False
20220217,330501,fr,aisne,1427004,1981,True
20220217,330502,fr,nord,10211133,13487,True
20220217,330503,fr,oise,2584747,2888,True
20220217,330504,fr,pas_de_calais,4708557,6840,True
20220217,330505,fr,somme,1694289,2445,True
20220217,3306,fr,grand_est,20591253,30434,False
20220217,330601,fr,ardennes,936553,1367,True
20220217,330602,fr,aube,939683,1277,True
20220217,330603,fr,marne,1771510,2468,True
20220217,330604,fr,haute_marne,475893,635,True
20220217,330605,fr,meurthe_et_moselle,2711618,4034,True
20220217,330606,fr,meuse,534859,985,True
20220217,330607,fr,moselle,4100320,6730,True
20220217,330608,fr,bas_rhin,5021783,7260,True
20220217,330609,fr,haut_rhin,2955505,4036,True
20220217,330610,fr,vosges,1143529,1642,True
20220217,3307,fr,pays_de_la_loire,11342717,14264,False
20220217,330701,fr,loire_atlantique,4476215,5438,True
20220217,330702,fr,maine_et_loire,2355073,2983,True
20220217,330703,fr,mayenne,835507,1037,True
20220217,330704,fr,sarthe,1648063,1979,True
20220217,3308,fr,bretagne,9232716,13371,False
20220217,330801,fr,cotes_darmor,1567773,2465,True
20220217,330802,fr,finistere,2334934,4159,True
20220217,330803,fr,ille_et_vilaine,3334877,4222,True
20220217,330804,fr,morbihan,1995132,2525,True
20220217,3309,fr,nouvelle_aquitaine,18333377,31845,False
20220217,330901,fr,charente,843337,1528,True
20220217,330902,fr,charente_maritime,1845753,3144,True
20220217,330903,fr,correze,671229,1499,True
20220217,330904,fr,creuse,309478,695,True
20220217,330905,fr,dordogne,1079256,1866,True
20220217,330906,fr,gironde,5568633,9530,True
20220217,330907,fr,landes,1232711,2390,True
20220217,330908,fr,lot_et_garonne,1004846,1884,True
20220217,330909,fr,pyrenees_atlantiques,2463594,3638,True
20220217,330910,fr,deux_sevres,1063698,1670,True
20220217,330911,fr,vienne,1249100,1995,True
20220217,330912,fr,haute_vienne,1001742,2006,True
20220217,3310,fr,occitanie,21908822,39136,False
20220217,331001,fr,ariege,518702,1087,True
20220217,331002,fr,aude,1393340,2525,True
20220217,331003,fr,aveyron,948882,2179,True
20220217,331004,fr,gard,2707013,4681,True
20220217,331005,fr,haute_garonne,5561389,9377,True
20220217,331006,fr,gers,558224,1242,True
20220217,331007,fr,herault,4855949,7996,True
20220217,331008,fr,lot,490987,917,True
20220217,331009,fr,lozere,204929,365,True
20220217,331010,fr,hautes_pyrenees,777965,1800,True
20220217,331011,fr,pyrenees_orientales,1826051,2941,True
20220217,331012,fr,tarn,1199304,2201,True
20220217,331013,fr,tarn_et_garonne,866087,1825,True
20220217,3311,fr,auvergne_rhone_alpes,27132227,35054,False
20220217,331101,fr,ain,2004762,2538,True
20220217,331102,fr,allier,936783,1567,True
20220217,331103,fr,ardeche,1005946,1337,True
20220217,331104,fr,cantal,420519,980,True
20220217,331105,fr,drome,1643446,2050,True
20220217,331106,fr,isere,3921742,5319,True
20220217,331107,fr,loire,2652225,3165,True
20220217,331108,fr,haute_loire,703995,1003,True
20220217,331109,fr,puy_de_dome,2108879,3255,True
20220217,331110,fr,rhone,7626987,8958,True
20220217,331111,fr,savoie,1330422,1651,True
20220217,331112,fr,haute_savoie,2776521,3231,True
20220217,3312,fr,provence_alpes_cote_dazur,24509131,30386,False
20220217,331201,fr,alpes_de_haute_provence,2027859,2827,True
20220217,331202,fr,hautes_alpes,600215,956,True
20220217,331203,fr,alpes_maritimes,455027,580,True
20220217,331204,fr,bouches_du_rhone,5395968,6237,True
20220217,331205,fr,var,11351130,14159,True
20220217,331206,fr,vaucluse,4667388,5752,True
20220217,3313,fr,corse,1666233,2961,False
20220217,331301,fr,corse_du_sud,824429,1477,True
20220217,331302,fr,haute_corse,841804,1484,True
20220217,3321,fr,guadeloupe,991193,2781,True
20220217,3322,fr,martinique,1140716,5058,True
20220217,3323,fr,guyane,614659,783,True
20220217,3324,fr,reunion,2613657,6107,True
20220217,3325,fr,mayotte,350063,663,True
20220217,3332,fr,saint_barthelemy,81966,195,True
20220217,3333,fr,saint_martin,115303,261,True
20220216,3300,fr,france_entiere,244028944,409652,False
20220216,3301,fr,ile_de_france,52209685,84058,False
20220216,330101,fr,paris,12861463,22418,True
20220216,330102,fr,seine_et_marne,4973873,7253,True
20220216,330103,fr,yvelines,5236672,8618,True
20220216,330104,fr,essonne,4588895,6753,True
20220216,330105,fr,hauts_de_seine,7394710,12020,True
20220216,330106,fr,seine_saint_denis,6494386,10649,True
20220216,330107,fr,val_de_marne,5861371,9130,True
20220216,330108,fr,val_doise,4798315,7217,True
20220216,3302,fr,centre_val_de_loire,6861650,11336,False
20220216,330201,fr,cher,732863,1420,True
20220216,330202,fr,eure_et_loir,1116829,1752,True
20220216,330203,fr,indre,500113,1070,True
20220216,330204,fr,indre_et_loire,1790416,2932,True
20220216,330205,fr,loir_et_cher,799931,1482,True
20220216,330206,fr,loiret,1921498,2680,True
20220216,3303,fr,bourgogne_franche_comte,8417590,14629,False
20220216,330301,fr,cote_dor,1680108,3010,True
20220216,330302,fr,doubs,1826643,2912,True
20220216,330303,fr,jura_fr,820277,1456,True
20220216,330304,fr,nievre,501818,923,True
20220216,330305,fr,haute_saone,662992,1199,True
20220216,330306,fr,saone_et_loire,1493054,2553,True
20220216,330307,fr,yonne,966466,1699,True
20220216,330308,fr,territoire_de_belfort,466232,877,True
20220216,3304,fr,normandie,9826081,15141,False
20220216,330401,fr,calvados,2252419,3788,True
20220216,330402,fr,eure,1540275,2195,True
20220216,330403,fr,manche,1220269,2236,True
20220216,330404,fr,orne,765531,1256,True
20220216,330405,fr,seine_maritime,4047587,5666,True
20220216,3305,fr,hauts_de_france,20598089,31913,False
20220216,330501,fr,aisne,1425023,2422,True
20220216,330502,fr,nord,10197646,15210,True
20220216,330503,fr,oise,2581859,3222,True
20220216,330504,fr,pas_de_calais,4701717,8223,True
20220216,330505,fr,somme,1691844,2836,True
20220216,3306,fr,grand_est,20560819,34626,False
20220216,330601,fr,ardennes,935186,1569,True
20220216,330602,fr,aube,938406,1476,True
20220216,330603,fr,marne,1769042,2680,True
20220216,330604,fr,haute_marne,475258,790,True
20220216,330605,fr,meurthe_et_moselle,2707584,4993,True
20220216,330606,fr,meuse,533874,1058,True
20220216,330607,fr,moselle,4093590,7510,True
20220216,330608,fr,bas_rhin,5014523,7721,True
20220216,330609,fr,haut_rhin,2951469,4647,True
20220216,330610,fr,vosges,1141887,2182,True
20220216,3307,fr,pays_de_la_loire,11328453,16433,False
20220216,330701,fr,loire_atlantique,4470777,6560,True
20220216,330702,fr,maine_et_loire,2352090,3362,True
20220216,330703,fr,mayenne,834470,1207,True
20220216,330704,fr,sarthe,1646084,2211,True
20220216,3308,fr,bretagne,9219345,15670,False
20220216,330801,fr,cotes_darmor,1565308,2984,True
20220216,330802,fr,finistere,2330775,4929,True
20220216,330803,fr,ille_et_vilaine,3330655,4793,True
20220216,330804,fr,morbihan,1992607,2964,True
20220216,3309,fr,nouvelle_aquitaine,18301532,36737,False
20220216,330901,fr,charente,841809,1908,True
20220216,330902,fr,charente_maritime,1842609,3811,True
20220216,330903,fr,correze,669730,1555,True
20220216,330904,fr,creuse,308783,631,True
20220216,330905,fr,dordogne,1077390,2205,True
20220216,330906,fr,gironde,5559103,10694,True
20220216,330907,fr,landes,1230321,2710,True
20220216,330908,fr,lot_et_garonne,1002962,2197,True
20220216,330909,fr,pyrenees_atlantiques,2459956,4230,True
20220216,330910,fr,deux_sevres,1062028,1973,True
20220216,330911,fr,vienne,1247105,2357,True
20220216,330912,fr,haute_vienne,999736,2466,True
20220216,3310,fr,occitanie,21869686,43671,False
20220216,331001,fr,ariege,517615,1345,True
20220216,331002,fr,aude,1390815,2979,True
20220216,331003,fr,aveyron,946703,1839,True
20220216,331004,fr,gard,2702332,5407,True
20220216,331005,fr,haute_garonne,5552012,9958,True
20220216,331006,fr,gers,556982,1548,True
20220216,331007,fr,herault,4847953,9649,True
20220216,331008,fr,lot,490070,974,True
20220216,331009,fr,lozere,204564,416,True
20220216,331010,fr,hautes_pyrenees,776165,1726,True
20220216,331011,fr,pyrenees_orientales,1823110,3443,True
20220216,331012,fr,tarn,1197103,2588,True
20220216,331013,fr,tarn_et_garonne,864262,1799,True
20220216,3311,fr,auvergne_rhone_alpes,27097173,39284,False
20220216,331101,fr,ain,2002224,2848,True
20220216,331102,fr,allier,935216,1817,True
20220216,331103,fr,ardeche,1004609,1650,True
20220216,331104,fr,cantal,419539,866,True
20220216,331105,fr,drome,1641396,2491,True
20220216,331106,fr,isere,3916423,5923,True
20220216,331107,fr,loire,2649060,3828,True
20220216,331108,fr,haute_loire,702992,1071,True
20220216,331109,fr,puy_de_dome,2105624,3603,True
20220216,331110,fr,rhone,7618029,9735,True
20220216,331111,fr,savoie,1328771,1821,True
20220216,331112,fr,haute_savoie,2773290,3631,True
20220216,3312,fr,provence_alpes_cote_dazur,24478745,33102,False
20220216,331201,fr,alpes_de_haute_provence,2025032,3093,True
20220216,331202,fr,hautes_alpes,599259,980,True
20220216,331203,fr,alpes_maritimes,454447,600,True
20220216,331204,fr,bouches_du_rhone,5389731,6935,True
20220216,331205,fr,var,11336971,14853,True
20220216,331206,fr,vaucluse,4661636,6654,True
20220216,3313,fr,corse,1663272,2971,False
20220216,331301,fr,corse_du_sud,822952,1495,True
20220216,331302,fr,haute_corse,840320,1476,True
20220216,3321,fr,guadeloupe,988412,2880,True
20220216,3322,fr,martinique,1135658,5459,True
20220216,3323,fr,guyane,613876,714,True
20220216,3324,fr,reunion,2607550,6642,True
20220216,3325,fr,mayotte,349400,358,True
20220216,3332,fr,saint_barthelemy,81771,137,True
20220216,3333,fr,saint_martin,115042,197,True
20220215,3300,fr,france_entiere,243619292,417483,False
20220215,3301,fr,ile_de_france,52125627,81491,False
20220215,330101,fr,paris,12839045,20397,True
20220215,330102,fr,seine_et_marne,4966620,7619,True
20220215,330103,fr,yvelines,5228054,8016,True
20220215,330104,fr,essonne,4582142,6596,True
20220215,330105,fr,hauts_de_seine,7382690,11097,True
20220215,330106,fr,seine_saint_denis,6483737,11887,True
20220215,330107,fr,val_de_marne,5852241,9168,True
20220215,330108,fr,val_doise,4791098,6711,True
20220215,3302,fr,centre_val_de_loire,6850314,11851,False
20220215,330201,fr,cher,731443,1524,True
20220215,330202,fr,eure_et_loir,1115077,1750,True
20220215,330203,fr,indre,499043,1103,True
20220215,330204,fr,indre_et_loire,1787484,3014,True
20220215,330205,fr,loir_et_cher,798449,1535,True
20220215,330206,fr,loiret,1918818,2925,True
20220215,3303,fr,bourgogne_franche_comte,8402961,15052,False
20220215,330301,fr,cote_dor,1677098,2788,True
20220215,330302,fr,doubs,1823731,3076,True
20220215,330303,fr,jura_fr,818821,1418,True
20220215,330304,fr,nievre,500895,1014,True
20220215,330305,fr,haute_saone,661793,1376,True
20220215,330306,fr,saone_et_loire,1490501,2874,True
20220215,330307,fr,yonne,964767,1603,True
20220215,330308,fr,territoire_de_belfort,465355,903,True
20220215,3304,fr,normandie,9810940,16042,False
20220215,330401,fr,calvados,2248631,4083,True
20220215,330402,fr,eure,1538080,2343,True
20220215,330403,fr,manche,1218033,2461,True
20220215,330404,fr,orne,764275,1344,True
20220215,330405,fr,seine_maritime,4041921,5811,True
20220215,3305,fr,hauts_de_france,20566176,32695,False
20220215,330501,fr,aisne,1422601,2330,True
20220215,330502,fr,nord,10182436,15646,True
20220215,330503,fr,oise,2578637,3434,True
20220215,330504,fr,pas_de_calais,4693494,8532,True
20220215,330505,fr,somme,1689008,2753,True
20220215,3306,fr,grand_est,20526193,35616,False
20220215,330601,fr,ardennes,933617,1713,True
20220215,330602,fr,aube,936930,1533,True
20220215,330603,fr,marne,1766362,2731,True
20220215,330604,fr,haute_marne,474468,912,True
20220215,330605,fr,meurthe_et_moselle,2702591,4847,True
20220215,330606,fr,meuse,532816,1057,True
20220215,330607,fr,moselle,4086080,7683,True
20220215,330608,fr,bas_rhin,5006802,8033,True
20220215,330609,fr,haut_rhin,2946822,4900,True
20220215,330610,fr,vosges,1139705,2207,True
20220215,3307,fr,pays_de_la_loire,11312020,16969,False
20220215,330701,fr,loire_atlantique,4464217,6192,True
20220215,330702,fr,maine_et_loire,2348728,3560,True
20220215,330703,fr,mayenne,833263,1474,True
20220215,330704,fr,sarthe,1643873,2298,True
20220215,3308,fr,bretagne,9203675,16527,False
20220215,330801,fr,cotes_darmor,1562324,3182,True
20220215,330802,fr,finistere,2325846,5022,True
20220215,330803,fr,ille_et_vilaine,3325862,5186,True
20220215,330804,fr,morbihan,1989643,3137,True
20220215,3309,fr,nouvelle_aquitaine,18264795,37972,False
20220215,330901,fr,charente,839901,1881,True
20220215,330902,fr,charente_maritime,1838798,3647,True
20220215,330903,fr,correze,668175,1588,True
20220215,330904,fr,creuse,308152,782,True
20220215,330905,fr,dordogne,1075185,2374,True
20220215,330906,fr,gironde,5548409,11386,True
20220215,330907,fr,landes,1227611,2752,True
20220215,330908,fr,lot_et_garonne,1000765,2309,True
20220215,330909,fr,pyrenees_atlantiques,2455726,4329,True
20220215,330910,fr,deux_sevres,1060055,2077,True
20220215,330911,fr,vienne,1244748,2321,True
20220215,330912,fr,haute_vienne,997270,2526,True
20220215,3310,fr,occitanie,21826015,45192,False
20220215,331001,fr,ariege,516270,1386,True
20220215,331002,fr,aude,1387836,3055,True
20220215,331003,fr,aveyron,944864,2113,True
20220215,331004,fr,gard,2696925,5487,True
20220215,331005,fr,haute_garonne,5542054,10443,True
20220215,331006,fr,gers,555434,1529,True
20220215,331007,fr,herault,4838304,9506,True
20220215,331008,fr,lot,489096,1153,True
20220215,331009,fr,lozere,204148,349,True
20220215,331010,fr,hautes_pyrenees,774439,2018,True
20220215,331011,fr,pyrenees_orientales,1819667,3364,True
20220215,331012,fr,tarn,1194515,2848,True
20220215,331013,fr,tarn_et_garonne,862463,1941,True
20220215,3311,fr,auvergne_rhone_alpes,27057889,40825,False
20220215,331101,fr,ain,1999376,2940,True
20220215,331102,fr,allier,933399,1838,True
20220215,331103,fr,ardeche,1002959,1636,True
20220215,331104,fr,cantal,418673,1170,True
20220215,331105,fr,drome,1638905,2778,True
20220215,331106,fr,isere,3910500,5852,True
20220215,331107,fr,loire,2645232,3825,True
20220215,331108,fr,haute_loire,701921,1159,True
20220215,331109,fr,puy_de_dome,2102021,3699,True
20220215,331110,fr,rhone,7608294,10199,True
20220215,331111,fr,savoie,1326950,1874,True
20220215,331112,fr,haute_savoie,2769659,3855,True
20220215,3312,fr,provence_alpes_cote_dazur,24445643,35398,False
20220215,331201,fr,alpes_de_haute_provence,2021939,3445,True
20220215,331202,fr,hautes_alpes,598279,1064,True
20220215,331203,fr,alpes_maritimes,453847,679,True
20220215,331204,fr,bouches_du_rhone,5382796,7143,True
20220215,331205,fr,var,11322118,16184,True
20220215,331206,fr,vaucluse,4654982,6863,True
20220215,3313,fr,corse,1660301,3129,False
20220215,331301,fr,corse_du_sud,821457,1473,True
20220215,331302,fr,haute_corse,838844,1656,True
20220215,3321,fr,guadeloupe,985532,2915,True
20220215,3322,fr,martinique,1130199,4917,True
20220215,3323,fr,guyane,613162,790,True
20220215,3324,fr,reunion,2600908,7020,True
20220215,3325,fr,mayotte,349042,480,True
20220215,3332,fr,saint_barthelemy,81634,151,True
20220215,3333,fr,saint_martin,114845,279,True
20220214,3300,fr,france_entiere,243201809,570522,False
20220214,3301,fr,ile_de_france,52044136,100624,False
20220214,330101,fr,paris,12818648,23361,True
20220214,330102,fr,seine_et_marne,4959001,9804,True
20220214,330103,fr,yvelines,5220038,10852,True
20220214,330104,fr,essonne,4575546,8356,True
20220214,330105,fr,hauts_de_seine,7371593,13969,True
20220214,330106,fr,seine_saint_denis,6471850,13681,True
20220214,330107,fr,val_de_marne,5843073,11594,True
20220214,330108,fr,val_doise,4784387,9007,True
20220214,3302,fr,centre_val_de_loire,6838463,16038,False
20220214,330201,fr,cher,729919,1864,True
20220214,330202,fr,eure_et_loir,1113327,2457,True
20220214,330203,fr,indre,497940,1412,True
20220214,330204,fr,indre_et_loire,1784470,4412,True
20220214,330205,fr,loir_et_cher,796914,2127,True
20220214,330206,fr,loiret,1915893,3766,True
20220214,3303,fr,bourgogne_franche_comte,8387909,21450,False
20220214,330301,fr,cote_dor,1674310,4246,True
20220214,330302,fr,doubs,1820655,4454,True
20220214,330303,fr,jura_fr,817403,2150,True
20220214,330304,fr,nievre,499881,1245,True
20220214,330305,fr,haute_saone,660417,1888,True
20220214,330306,fr,saone_et_loire,1487627,3728,True
20220214,330307,fr,yonne,963164,2441,True
20220214,330308,fr,territoire_de_belfort,464452,1298,True
20220214,3304,fr,normandie,9794898,22459,False
20220214,330401,fr,calvados,2244548,5390,True
20220214,330402,fr,eure,1535737,3281,True
20220214,330403,fr,manche,1215572,3254,True
20220214,330404,fr,orne,762931,1875,True
20220214,330405,fr,seine_maritime,4036110,8659,True
20220214,3305,fr,hauts_de_france,20533481,45696,False
20220214,330501,fr,aisne,1420271,3310,True
20220214,330502,fr,nord,10166790,21784,True
20220214,330503,fr,oise,2575203,4891,True
20220214,330504,fr,pas_de_calais,4684962,11708,True
20220214,330505,fr,somme,1686255,4003,True
20220214,3306,fr,grand_est,20490577,50427,False
20220214,330601,fr,ardennes,931904,2166,True
20220214,330602,fr,aube,935397,2215,True
20220214,330603,fr,marne,1763631,3797,True
20220214,330604,fr,haute_marne,473556,1266,True
20220214,330605,fr,meurthe_et_moselle,2697744,6867,True
20220214,330606,fr,meuse,531759,1520,True
20220214,330607,fr,moselle,4078397,11207,True
20220214,330608,fr,bas_rhin,4998769,11276,True
20220214,330609,fr,haut_rhin,2941922,6921,True
20220214,330610,fr,vosges,1137498,3192,True
20220214,3307,fr,pays_de_la_loire,11295051,22933,False
20220214,330701,fr,loire_atlantique,4458025,8509,True
20220214,330702,fr,maine_et_loire,2345168,4968,True
20220214,330703,fr,mayenne,831789,1858,True
20220214,330704,fr,sarthe,1641575,3128,True
20220214,3308,fr,bretagne,9187148,23102,False
20220214,330801,fr,cotes_darmor,1559142,4141,True
20220214,330802,fr,finistere,2320824,6817,True
20220214,330803,fr,ille_et_vilaine,3320676,7415,True
20220214,330804,fr,morbihan,1986506,4729,True
20220214,3309,fr,nouvelle_aquitaine,18226823,54170,False
20220214,330901,fr,charente,838020,2683,True
20220214,330902,fr,charente_maritime,1835151,5368,True
20220214,330903,fr,correze,666587,2036,True
20220214,330904,fr,creuse,307370,1100,True
20220214,330905,fr,dordogne,1072811,3468,True
20220214,330906,fr,gironde,5537023,15381,True
20220214,330907,fr,landes,1224859,4011,True
20220214,330908,fr,lot_et_garonne,998456,3361,True
20220214,330909,fr,pyrenees_atlantiques,2451397,6432,True
20220214,330910,fr,deux_sevres,1057978,2879,True
20220214,330911,fr,vienne,1242427,3669,True
20220214,330912,fr,haute_vienne,994744,3782,True
20220214,3310,fr,occitanie,21780823,64153,False
20220214,331001,fr,ariege,514884,1953,True
20220214,331002,fr,aude,1384781,4293,True
20220214,331003,fr,aveyron,942751,2962,True
20220214,331004,fr,gard,2691438,7853,True
20220214,331005,fr,haute_garonne,5531611,14515,True
20220214,331006,fr,gers,553905,2060,True
20220214,331007,fr,herault,4828798,13520,True
20220214,331008,fr,lot,487943,1471,True
20220214,331009,fr,lozere,203799,548,True
20220214,331010,fr,hautes_pyrenees,772421,2876,True
20220214,331011,fr,pyrenees_orientales,1816303,5496,True
20220214,331012,fr,tarn,1191667,3968,True
20220214,331013,fr,tarn_et_garonne,860522,2638,True
20220214,3311,fr,auvergne_rhone_alpes,27017064,57441,False
20220214,331101,fr,ain,1996436,4100,True
20220214,331102,fr,allier,931561,2747,True
20220214,331103,fr,ardeche,1001323,2516,True
20220214,331104,fr,cantal,417503,1241,True
20220214,331105,fr,drome,1636127,3730,True
20220214,331106,fr,isere,3904648,8611,True
20220214,331107,fr,loire,2641407,5241,True
20220214,331108,fr,haute_loire,700762,1804,True
20220214,331109,fr,puy_de_dome,2098322,5457,True
20220214,331110,fr,rhone,7598095,13794,True
20220214,331111,fr,savoie,1325076,2628,True
20220214,331112,fr,haute_savoie,2765804,5572,True
20220214,3312,fr,provence_alpes_cote_dazur,24410245,48019,False
20220214,331201,fr,alpes_de_haute_provence,2018494,4470,True
20220214,331202,fr,hautes_alpes,597215,1361,True
20220214,331203,fr,alpes_maritimes,453168,968,True
20220214,331204,fr,bouches_du_rhone,5375653,9392,True
20220214,331205,fr,var,11305934,21936,True
20220214,331206,fr,vaucluse,4648119,9573,True
20220214,3313,fr,corse,1657172,4449,False
20220214,331301,fr,corse_du_sud,819984,2327,True
20220214,331302,fr,haute_corse,837188,2122,True
20220214,3321,fr,guadeloupe,982617,4158,True
20220214,3322,fr,martinique,1125282,7509,True
20220214,3323,fr,guyane,612372,1019,True
20220214,3324,fr,reunion,2593888,9182,True
20220214,3325,fr,mayotte,348562,427,True
20220214,3332,fr,saint_barthelemy,81483,265,True
20220214,3333,fr,saint_martin,114566,313,True
20220213,3300,fr,france_entiere,242631287,122390,False
20220213,3301,fr,ile_de_france,51943512,29695,False
20220213,330101,fr,paris,12795287,9457,True
20220213,330102,fr,seine_et_marne,4949197,2256,True
20220213,330103,fr,yvelines,5209186,2301,True
20220213,330104,fr,essonne,4567190,1970,True
20220213,330105,fr,hauts_de_seine,7357624,3773,True
20220213,330106,fr,seine_saint_denis,6458169,3862,True
20220213,330107,fr,val_de_marne,5831479,3525,True
20220213,330108,fr,val_doise,4775380,2551,True
20220213,3302,fr,centre_val_de_loire,6822425,2539,False
20220213,330201,fr,cher,728055,258,True
20220213,330202,fr,eure_et_loir,1110870,338,True
20220213,330203,fr,indre,496528,199,True
20220213,330204,fr,indre_et_loire,1780058,721,True
20220213,330205,fr,loir_et_cher,794787,324,True
20220213,330206,fr,loiret,1912127,699,True
20220213,3303,fr,bourgogne_franche_comte,8366459,2988,False
20220213,330301,fr,cote_dor,1670064,653,True
20220213,330302,fr,doubs,1816201,612,True
20220213,330303,fr,jura_fr,815253,266,True
20220213,330304,fr,nievre,498636,198,True
20220213,330305,fr,haute_saone,658529,231,True
20220213,330306,fr,saone_et_loire,1483899,547,True
20220213,330307,fr,yonne,960723,300,True
20220213,330308,fr,territoire_de_belfort,463154,181,True
20220213,3304,fr,normandie,9772439,3861,False
20220213,330401,fr,calvados,2239158,1335,True
20220213,330402,fr,eure,1532456,447,True
20220213,330403,fr,manche,1212318,550,True
20220213,330404,fr,orne,761056,274,True
20220213,330405,fr,seine_maritime,4027451,1255,True
20220213,3305,fr,hauts_de_france,20487785,10229,False
20220213,330501,fr,aisne,1416961,472,True
20220213,330502,fr,nord,10145006,6218,True
20220213,330503,fr,oise,2570312,883,True
20220213,330504,fr,pas_de_calais,4673254,2023,True
20220213,330505,fr,somme,1682252,633,True
20220213,3306,fr,grand_est,20440150,8024,False
20220213,330601,fr,ardennes,929738,377,True
20220213,330602,fr,aube,933182,515,True
20220213,330603,fr,marne,1759834,632,True
20220213,330604,fr,haute_marne,472290,194,True
20220213,330605,fr,meurthe_et_moselle,2690877,884,True
20220213,330606,fr,meuse,530239,139,True
20220213,330607,fr,moselle,4067190,1603,True
20220213,330608,fr,bas_rhin,4987493,2106,True
20220213,330609,fr,haut_rhin,2935001,1201,True
20220213,330610,fr,vosges,1134306,373,True
20220213,3307,fr,pays_de_la_loire,11272118,5384,False
20220213,330701,fr,loire_atlantique,4449516,2277,True
20220213,330702,fr,maine_et_loire,2340200,960,True
20220213,330703,fr,mayenne,829931,240,True
20220213,330704,fr,sarthe,1638447,956,True
20220213,3308,fr,bretagne,9164046,3790,False
20220213,330801,fr,cotes_darmor,1555001,621,True
20220213,330802,fr,finistere,2314007,1089,True
20220213,330803,fr,ille_et_vilaine,3313261,1303,True
20220213,330804,fr,morbihan,1981777,777,True
20220213,3309,fr,nouvelle_aquitaine,18172653,8791,False
20220213,330901,fr,charente,835337,352,True
20220213,330902,fr,charente_maritime,1829783,1174,True
20220213,330903,fr,correze,664551,386,True
20220213,330904,fr,creuse,306270,185,True
20220213,330905,fr,dordogne,1069343,427,True
20220213,330906,fr,gironde,5521642,3026,True
20220213,330907,fr,landes,1220848,612,True
20220213,330908,fr,lot_et_garonne,995095,488,True
20220213,330909,fr,pyrenees_atlantiques,2444965,1010,True
20220213,330910,fr,deux_sevres,1055099,277,True
20220213,330911,fr,vienne,1238758,337,True
20220213,330912,fr,haute_vienne,990962,517,True
20220213,3310,fr,occitanie,21716670,9339,False
20220213,331001,fr,ariege,512931,195,True
20220213,331002,fr,aude,1380488,658,True
20220213,331003,fr,aveyron,939789,332,True
20220213,331004,fr,gard,2683585,1195,True
20220213,331005,fr,haute_garonne,5517096,2820,True
20220213,331006,fr,gers,551845,286,True
20220213,331007,fr,herault,4815278,2113,True
20220213,331008,fr,lot,486472,181,True
20220213,331009,fr,lozere,203251,97,True
20220213,331010,fr,hautes_pyrenees,769545,313,True
20220213,331011,fr,pyrenees_orientales,1810807,362,True
20220213,331012,fr,tarn,1187699,430,True
20220213,331013,fr,tarn_et_garonne,857884,357,True
20220213,3311,fr,auvergne_rhone_alpes,26959623,11422,False
20220213,331101,fr,ain,1992336,752,True
20220213,331102,fr,allier,928814,315,True
20220213,331103,fr,ardeche,998807,330,True
20220213,331104,fr,cantal,416262,215,True
20220213,331105,fr,drome,1632397,513,True
20220213,331106,fr,isere,3896037,1563,True
20220213,331107,fr,loire,2636166,1260,True
20220213,331108,fr,haute_loire,698958,258,True
20220213,331109,fr,puy_de_dome,2092865,998,True
20220213,331110,fr,rhone,7584301,3765,True
20220213,331111,fr,savoie,1322448,657,True
20220213,331112,fr,haute_savoie,2760232,796,True
20220213,3312,fr,provence_alpes_cote_dazur,24362226,11800,False
20220213,331201,fr,alpes_de_haute_provence,2014024,951,True
20220213,331202,fr,hautes_alpes,595854,281,True
20220213,331203,fr,alpes_maritimes,452200,235,True
20220213,331204,fr,bouches_du_rhone,5366261,2593,True
20220213,331205,fr,var,11283998,6210,True
20220213,331206,fr,vaucluse,4638546,1748,True
20220213,3313,fr,corse,1652723,1030,False
20220213,331301,fr,corse_du_sud,817657,568,True
