dateid,areaID,deaths
20201028,nm,24
20201028,po,1
20201028,sg,19
20201028,si,339
20201028,za,10
20201027,ce,71
20201027,kk,29
20201027,kp,3
20201027,kr,37
20201027,lj,61
20201027,mb,27
20201027,ms,33
20201027,ng,7
20201027,nm,23
20201027,po,1
20201027,sg,17
20201027,si,319
20201027,za,10
20201026,ce,68
20201026,kk,26
20201026,kp,3
20201026,kr,35
20201026,lj,58
20201026,mb,27
20201026,ms,32
20201026,ng,7
20201026,nm,22
20201026,sg,15
20201026,si,303
20201026,za,10
20201025,ce,67
20201025,kk,22
20201025,kp,3
20201025,kr,30
20201025,lj,55
20201025,mb,27
20201025,ms,32
20201025,ng,7
20201025,nm,22
20201025,sg,13
20201025,si,288
20201025,za,10
20201024,ce,64
20201024,kk,18
20201024,kp,3
20201024,kr,27
20201024,lj,52
20201024,mb,25
20201024,ms,31
20201024,ng,7
20201024,nm,22
20201024,sg,12
20201024,si,271
20201024,za,10
20201023,ce,63
20201023,kk,16
20201023,kp,3
20201023,kr,27
20201023,lj,52
20201023,mb,23
20201023,ms,31
20201023,ng,7
20201023,nm,22
20201023,sg,12
20201023,si,266
20201023,za,10
20201022,ce,58
20201022,kk,14
20201022,kp,2
20201022,kr,25
20201022,lj,47
20201022,mb,20
20201022,ms,31
20201022,ng,7
20201022,nm,21
20201022,sg,12
20201022,si,246
20201022,za,9
20201021,ce,58
20201021,kk,12
20201021,kp,2
20201021,kr,24
20201021,lj,46
20201021,mb,19
20201021,ms,31
20201021,ng,7
20201021,nm,20
20201021,sg,9
20201021,si,237
20201021,za,9
20201020,ce,57
20201020,kk,10
20201020,kp,2
20201020,kr,22
20201020,lj,44
20201020,mb,19
20201020,ms,30
20201020,ng,7
20201020,nm,20
20201020,sg,9
20201020,si,229
20201020,za,9
20201019,ce,54
20201019,kk,6
20201019,kp,2
20201019,kr,20
20201019,lj,42
20201019,mb,19
20201019,ms,30
20201019,ng,7
20201019,nm,20
20201019,sg,9
20201019,si,218
20201019,za,9
20201018,ce,54
20201018,kk,5
20201018,kp,2
20201018,kr,17
20201018,lj,41
