dateid,areaID,activeCases
20211228,nm,1445
20211228,po,334
20211228,sg,653
20211228,si,16563
20211228,za,301
20211227,ce,1335
20211227,kk,717
20211227,kp,928
20211227,kr,1596
20211227,lj,4220
20211227,mb,2465
20211227,ms,1127
20211227,ng,964
20211227,nm,1486
20211227,po,335
20211227,sg,646
20211227,si,16222
20211227,za,284
20211226,ce,1320
20211226,kk,733
20211226,kp,865
20211226,kr,1630
20211226,lj,4061
20211226,mb,2519
20211226,ms,1099
20211226,ng,986
20211226,nm,1520
20211226,po,324
20211226,sg,668
20211226,si,16119
20211226,za,278
20211225,ce,1310
20211225,kk,737
20211225,kp,876
20211225,kr,1607
20211225,lj,4004
20211225,mb,2575
20211225,ms,1107
20211225,ng,948
20211225,nm,1527
20211225,po,338
20211225,sg,664
20211225,si,16095
20211225,za,292
20211224,ce,1322
20211224,kk,733
20211224,kp,883
20211224,kr,1632
20211224,lj,4015
20211224,mb,2621
20211224,ms,1117
20211224,ng,925
20211224,nm,1578
20211224,po,335
20211224,sg,660
20211224,si,16215
20211224,za,284
20211223,ce,1368
20211223,kk,797
20211223,kp,862
20211223,kr,1657
20211223,lj,4124
20211223,mb,2679
20211223,ms,1134
20211223,ng,951
20211223,nm,1576
20211223,po,357
20211223,sg,685
20211223,si,16604
20211223,za,304
20211222,ce,1376
20211222,kk,792
20211222,kp,877
20211222,kr,1642
20211222,lj,4097
20211222,mb,2668
20211222,ms,1157
20211222,ng,991
20211222,nm,1626
20211222,po,365
20211222,sg,700
20211222,si,16721
20211222,za,324
20211221,ce,1428
20211221,kk,816
20211221,kp,898
20211221,kr,1700
20211221,lj,4217
20211221,mb,2801
20211221,ms,1159
20211221,ng,1020
20211221,nm,1720
20211221,po,372
20211221,sg,707
20211221,si,17285
20211221,za,342
20211220,ce,1470
20211220,kk,871
20211220,kp,913
20211220,kr,1722
20211220,lj,4350
20211220,mb,2914
20211220,ms,1202
20211220,ng,1099
20211220,nm,1744
20211220,po,402
20211220,sg,706
20211220,si,17882
20211220,za,388
20211219,ce,1586
20211219,kk,871
20211219,kp,927
20211219,kr,1753
20211219,lj,4424
20211219,mb,2982
20211219,ms,1186
20211219,ng,1074
20211219,nm,1829
20211219,po,421
20211219,sg,720
20211219,si,18279
20211219,za,403
20211218,ce,1585
20211218,kk,883
20211218,kp,931
20211218,kr,1767
20211218,lj,4467
20211218,mb,3008
20211218,ms,1215
20211218,ng,1076
20211218,nm,1856
20211218,po,438
20211218,sg,722
20211218,si,18468
20211218,za,416
20211217,ce,1627
20211217,kk,891
20211217,kp,940
20211217,kr,1763
20211217,lj,4562
20211217,mb,3110
20211217,ms,1247
20211217,ng,1092
20211217,nm,1883
20211217,po,438
20211217,sg,743
20211217,si,18815
20211217,za,418
20211216,ce,1723
20211216,kk,938
20211216,kp,964
20211216,kr,1812
20211216,lj,4681
20211216,mb,3243
20211216,ms,1242
20211216,ng,1118
20211216,nm,1966
20211216,po,449
20211216,sg,753
20211216,si,19435
20211216,za,440
20211215,ce,1806
20211215,kk,943
20211215,kp,999
20211215,kr,1835
20211215,lj,4746
20211215,mb,3329
20211215,ms,1286
20211215,ng,1092
20211215,nm,2055
20211215,po,463
20211215,sg,778
20211215,si,19893
20211215,za,451
20211214,ce,1919
20211214,kk,1073
20211214,kp,1021
20211214,kr,1902
20211214,lj,4942
20211214,mb,3458
20211214,ms,1258
20211214,ng,1140
20211214,nm,2118
20211214,po,481
20211214,sg,776
20211214,si,20674
20211214,za,477
20211213,ce,2016
20211213,kk,1127
20211213,kp,1053
20211213,kr,1939
20211213,lj,5044
20211213,mb,3618
20211213,ms,1302
20211213,ng,1199
20211213,nm,2177
20211213,po,496
20211213,sg,786
20211213,si,21402
20211213,za,526
20211212,ce,2252
20211212,kk,1171
20211212,kp,1084
20211212,kr,2051
20211212,lj,5300
20211212,mb,3619
20211212,ms,1321
20211212,ng,1155
20211212,nm,2274
20211212,po,511
20211212,sg,782
20211212,si,22170
20211212,za,530
20211211,ce,2264
20211211,kk,1202
20211211,kp,1079
20211211,kr,2121
20211211,lj,5365
20211211,mb,3731
20211211,ms,1332
20211211,ng,1166
20211211,nm,2298
20211211,po,527
20211211,sg,787
20211211,si,22532
20211211,za,535
20211210,ce,2326
20211210,kk,1226
20211210,kp,1076
20211210,kr,2175
20211210,lj,5517
20211210,mb,3908
20211210,ms,1406
20211210,ng,1187
20211210,nm,2358
20211210,po,552
20211210,sg,812
20211210,si,23227
20211210,za,555
20211209,ce,2469
20211209,kk,1279
20211209,kp,1113
20211209,kr,2268
20211209,lj,5663
20211209,mb,4059
20211209,ms,1398
20211209,ng,1223
20211209,nm,2417
20211209,po,556
20211209,sg,821
20211209,si,23975
20211209,za,581
20211208,ce,2571
20211208,kk,1337
20211208,kp,1114
20211208,kr,2415
20211208,lj,5898
20211208,mb,4334
20211208,ms,1467
20211208,ng,1220
20211208,nm,2515
20211208,po,610
20211208,sg,773
20211208,si,25018
20211208,za,629
20211207,ce,2685
20211207,kk,1469
20211207,kp,1127
20211207,kr,2539
20211207,lj,6142
20211207,mb,4562
20211207,ms,1501
20211207,ng,1207
20211207,nm,2541
20211207,po,647
20211207,sg,798
20211207,si,26000
20211207,za,640
20211206,ce,2874
20211206,kk,1548
20211206,kp,1191
20211206,kr,2712
20211206,lj,6480
20211206,mb,4648
20211206,ms,1563
20211206,ng,1237
20211206,nm,2702
20211206,po,662
20211206,sg,857
20211206,si,27291
20211206,za,674
20211205,ce,3114
20211205,kk,1617
20211205,kp,1245
20211205,kr,2866
20211205,lj,6886
20211205,mb,4830
20211205,ms,1691
20211205,ng,1243
20211205,nm,2783
20211205,po,735
20211205,sg,863
20211205,si,28736
20211205,za,713
20211204,ce,3137
20211204,kk,1665
20211204,kp,1252
20211204,kr,2923
20211204,lj,7002
20211204,mb,5165
20211204,ms,1646
20211204,ng,1246
20211204,nm,2823
20211204,po,753
20211204,sg,858
20211204,si,29351
20211204,za,729
20211203,ce,3186
20211203,kk,1786
20211203,kp,1244
20211203,kr,2973
20211203,lj,7392
20211203,mb,5454
20211203,ms,1704
20211203,ng,1249
20211203,nm,2943
20211203,po,754
20211203,sg,862
20211203,si,30483
20211203,za,776
20211202,ce,3347
20211202,kk,1804
20211202,kp,1287
20211202,kr,3136
20211202,lj,7742
20211202,mb,5761
20211202,ms,1740
20211202,ng,1356
20211202,nm,2995
20211202,po,803
20211202,sg,880
20211202,si,31814
20211202,za,809
20211201,ce,3543
20211201,kk,1992
20211201,kp,1333
20211201,kr,3267
20211201,lj,8314
20211201,mb,6077
20211201,ms,1766
20211201,ng,1450
20211201,nm,3060
20211201,po,857
20211201,sg,878
20211201,si,33593
20211201,za,895
20211130,ce,3734
20211130,kk,1931
20211130,kp,1374
20211130,kr,3478
20211130,lj,8753
20211130,mb,6341
20211130,ms,1812
20211130,ng,1527
20211130,nm,3235
20211130,po,912
20211130,sg,942
20211130,si,35132
20211130,za,923
20211129,ce,4021
20211129,kk,2022
20211129,kp,1475
20211129,kr,3768
20211129,lj,9236
20211129,mb,6664
20211129,ms,1828
20211129,ng,1592
20211129,nm,3340
20211129,po,1032
20211129,sg,996
20211129,si,37157
20211129,za,1009
20211128,ce,4114
20211128,kk,2153
20211128,kp,1601
20211128,kr,3761
20211128,lj,9563
20211128,mb,6992
20211128,ms,1847
20211128,ng,1650
20211128,nm,3476
20211128,po,1083
20211128,sg,983
20211128,si,38444
20211128,za,1039
20211127,ce,4141
20211127,kk,2145
20211127,kp,1588
20211127,kr,3840
20211127,lj,9956
20211127,mb,7215
20211127,ms,1916
20211127,ng,1712
20211127,nm,3452
20211127,po,1058
20211127,sg,985
20211127,si,39225
20211127,za,1032
20211126,ce,4225
20211126,kk,2197
20211126,kp,1581
20211126,kr,3921
20211126,lj,10356
20211126,mb,7392
20211126,ms,1922
20211126,ng,1746
20211126,nm,3441
20211126,po,1090
20211126,sg,992
20211126,si,40113
20211126,za,1069
20211125,ce,4385
20211125,kk,2194
20211125,kp,1634
20211125,kr,4033
20211125,lj,10725
20211125,mb,7747
20211125,ms,1989
20211125,ng,1882
20211125,nm,3522
20211125,po,1088
20211125,sg,1019
20211125,si,41552
20211125,za,1144
20211124,ce,4574
20211124,kk,2276
20211124,kp,1692
20211124,kr,4181
20211124,lj,11001
20211124,mb,7751
20211124,ms,2078
20211124,ng,1994
20211124,nm,3556
20211124,po,1086
20211124,sg,1083
20211124,si,42620
20211124,za,1153
20211123,ce,4795
20211123,kk,2243
20211123,kp,1760
20211123,kr,4202
20211123,lj,11332
20211123,mb,7808
20211123,ms,2122
20211123,ng,2066
20211123,nm,3649
20211123,po,1095
20211123,sg,1040
20211123,si,43523
20211123,za,1214
20211122,ce,5072
20211122,kk,2155
20211122,kp,1888
20211122,kr,4296
20211122,lj,11630
20211122,mb,7976
20211122,ms,2184
20211122,ng,2201
20211122,nm,3712
20211122,po,1157
20211122,sg,1047
20211122,si,44863
20211122,za,1335
20211121,ce,4998
20211121,kk,2203
20211121,kp,1897
20211121,kr,4246
20211121,lj,11554
20211121,mb,7975
20211121,ms,2114
20211121,ng,2232
20211121,nm,3744
20211121,po,1237
20211121,sg,1084
20211121,si,44811
20211121,za,1321
20211120,ce,5002
20211120,kk,2141
20211120,kp,1874
20211120,kr,4232
20211120,lj,11600
20211120,mb,7889
20211120,ms,2186
20211120,ng,2301
20211120,nm,3676
20211120,po,1191
20211120,sg,1104
20211120,si,44709
20211120,za,1307
20211119,ce,5109
20211119,kk,2059
20211119,kp,1875
20211119,kr,4271
20211119,lj,11672
20211119,mb,7824
20211119,ms,2249
20211119,ng,2303
20211119,nm,3606
20211119,po,1194
20211119,sg,1072
20211119,si,44787
20211119,za,1348
20211118,ce,5273
20211118,kk,2070
20211118,kp,1939
20211118,kr,4328
20211118,lj,11699
20211118,mb,7700
20211118,ms,2290
20211118,ng,2384
20211118,nm,3607
20211118,po,1230
20211118,sg,1093
20211118,si,45212
20211118,za,1381
20211117,ce,5501
20211117,kk,1954
20211117,kp,2048
20211117,kr,4355
20211117,lj,11662
20211117,mb,7527
20211117,ms,2338
20211117,ng,2490
20211117,nm,3579
20211117,po,1317
20211117,sg,1126
20211117,si,45473
20211117,za,1349
20211116,ce,5584
20211116,kk,1979
20211116,kp,2281
20211116,kr,4330
20211116,lj,11764
20211116,mb,7544
20211116,ms,2391
20211116,ng,2637
20211116,nm,3677
20211116,po,1374
20211116,sg,1081
20211116,si,46324
20211116,za,1453
20211115,ce,5593
20211115,kk,1917
20211115,kp,2363
20211115,kr,4176
20211115,lj,11586
20211115,mb,7141
20211115,ms,2284
20211115,ng,2639
20211115,nm,3641
20211115,po,1395
20211115,sg,1077
20211115,si,45503
20211115,za,1462
20211114,ce,5158
20211114,kk,1685
20211114,kp,2119
20211114,kr,3981
20211114,lj,10934
20211114,mb,6820
20211114,ms,2379
20211114,ng,2564
20211114,nm,3295
20211114,po,1270
20211114,sg,1043
20211114,si,42868
20211114,za,1406
20211113,ce,5138
20211113,kk,1660
20211113,kp,2122
20211113,kr,3890
20211113,lj,10642
20211113,mb,6706
20211113,ms,2271
20211113,ng,2605
20211113,nm,3291
20211113,po,1265
20211113,sg,1108
20211113,si,42306
20211113,za,1395
20211112,ce,5103
20211112,kk,1571
20211112,kp,2126
20211112,kr,3820
20211112,lj,10385
20211112,mb,6515
20211112,ms,2255
20211112,ng,2595
20211112,nm,3306
20211112,po,1255
20211112,sg,1063
20211112,si,41601
20211112,za,1393
20211111,ce,5050
20211111,kk,1546
20211111,kp,2167
20211111,kr,3722
20211111,lj,10270
20211111,mb,6308
20211111,ms,2177
20211111,ng,2565
20211111,nm,3246
20211111,po,1284
20211111,sg,1051
20211111,si,40925
20211111,za,1331
20211110,ce,5033
20211110,kk,1427
20211110,kp,2203
20211110,kr,3529
20211110,lj,10196
20211110,mb,6124
20211110,ms,2060
20211110,ng,2383
20211110,nm,3157
20211110,po,1293
20211110,sg,1021
20211110,si,40007
20211110,za,1371
20211109,ce,4843
20211109,kk,1312
20211109,kp,2227
20211109,kr,3436
20211109,lj,9931
20211109,mb,5970
20211109,ms,2009
20211109,ng,2489
20211109,nm,3012
20211109,po,1297
20211109,sg,1019
20211109,si,39066
20211109,za,1314
20211108,ce,4648
20211108,kk,1336
20211108,kp,2226
20211108,kr,3274
20211108,lj,9775
20211108,mb,5764
20211108,ms,1889
20211108,ng,2204
20211108,nm,2851
20211108,po,1320
20211108,sg,1019
20211108,si,37721
20211108,za,1214
20211107,ce,4567
20211107,kk,1210
20211107,kp,2265
20211107,kr,3228
20211107,lj,9512
20211107,mb,5576
20211107,ms,1840
20211107,ng,2256
20211107,nm,2716
20211107,po,1158
20211107,sg,959
20211107,si,36669
20211107,za,1184
20211106,ce,4545
20211106,kk,1203
20211106,kp,2271
20211106,kr,3159
20211106,lj,9325
20211106,mb,5381
20211106,ms,1794
20211106,ng,2257
20211106,nm,2685
20211106,po,1161
20211106,sg,945
20211106,si,36089
20211106,za,1168
20211105,ce,4409
20211105,kk,1145
20211105,kp,2283
20211105,kr,3134
20211105,lj,9184
20211105,mb,5163
20211105,ms,1640
20211105,ng,2306
20211105,nm,2601
20211105,po,1167
20211105,sg,944
20211105,si,35261
20211105,za,1095
20211104,ce,4158
20211104,kk,1098
20211104,kp,2300
20211104,kr,2923
20211104,lj,8882
20211104,mb,5067
20211104,ms,1541
20211104,ng,2150
20211104,nm,2492
20211104,po,1117
20211104,sg,940
20211104,si,33869
20211104,za,1025
20211103,ce,3801
20211103,kk,991
20211103,kp,2233
20211103,kr,2792
20211103,lj,8465
20211103,mb,4969
20211103,ms,1413
20211103,ng,1965
20211103,nm,2397
20211103,po,971
20211103,sg,909
20211103,si,32059
20211103,za,989
20211102,ce,3476
20211102,kk,922
20211102,kp,2065
20211102,kr,2552
20211102,lj,7912
20211102,mb,4536
20211102,ms,1317
20211102,ng,1749
20211102,nm,2040
20211102,po,861
20211102,sg,913
20211102,si,29394
20211102,za,893
20211101,ce,3254
20211101,kk,833
20211101,kp,2006
20211101,kr,2426
20211101,lj,7567
20211101,mb,4573
20211101,ms,1332
20211101,ng,1696
20211101,nm,1913
20211101,po,723
20211101,sg,854
20211101,si,28087
20211101,za,759
20211031,ce,3414
20211031,kk,884
20211031,kp,2188
20211031,kr,2484
20211031,lj,7705
20211031,mb,4486
20211031,ms,1199
20211031,ng,1676
20211031,nm,1999
20211031,po,787
20211031,sg,864
20211031,si,28624
20211031,za,783
20211030,ce,3390
20211030,kk,859
20211030,kp,2182
20211030,kr,2405
20211030,lj,7491
20211030,mb,4203
20211030,ms,1201
20211030,ng,1561
20211030,nm,1945
20211030,po,786
20211030,sg,783
20211030,si,27730
20211030,za,773
20211029,ce,3280
20211029,kk,846
20211029,kp,2166
20211029,kr,2311
20211029,lj,7187
20211029,mb,4066
20211029,ms,1104
20211029,ng,1513
20211029,nm,1831
20211029,po,734
20211029,sg,794
20211029,si,26698
20211029,za,717
20211028,ce,3036
20211028,kk,790
20211028,kp,2084
20211028,kr,2153
20211028,lj,6783
20211028,mb,3837
20211028,ms,1064
20211028,ng,1391
20211028,nm,1704
20211028,po,700
20211028,sg,752
20211028,si,25145
20211028,za,701
20211027,ce,2764
20211027,kk,745
20211027,kp,1993
20211027,kr,2058
20211027,lj,6358
20211027,mb,3685
20211027,ms,1011
20211027,ng,1443
20211027,nm,1589
20211027,po,643
20211027,sg,712
20211027,si,23733
20211027,za,600
20211026,ce,2603
20211026,kk,714
20211026,kp,1897
20211026,kr,1918
20211026,lj,5925
20211026,mb,3505
20211026,ms,920
20211026,ng,1231
20211026,nm,1488
20211026,po,586
20211026,sg,701
20211026,si,22183
20211026,za,568
20211025,ce,2333
20211025,kk,608
20211025,kp,1730
20211025,kr,1792
20211025,lj,5385
20211025,mb,3236
20211025,ms,870
20211025,ng,1302
20211025,nm,1338
20211025,po,465
20211025,sg,619
20211025,si,20274
20211025,za,482
20211024,ce,2099
20211024,kk,593
20211024,kp,1581
20211024,kr,1646
20211024,lj,5095
20211024,mb,3129
20211024,ms,854
20211024,ng,1140
20211024,nm,1222
20211024,po,450
20211024,sg,590
20211024,si,18983
20211024,za,476
20211023,ce,2085
20211023,kk,577
20211023,kp,1575
20211023,kr,1626
20211023,lj,4952
20211023,mb,2980
20211023,ms,804
20211023,ng,1057
20211023,nm,1219
20211023,po,448
20211023,sg,565
20211023,si,18463
20211023,za,466
20211022,ce,2001
20211022,kk,570
20211022,kp,1546
20211022,kr,1513
20211022,lj,4484
20211022,mb,2863
20211022,ms,763
20211022,ng,994
20211022,nm,1171
20211022,po,444
20211022,sg,540
20211022,si,17454
20211022,za,458
20211021,ce,1847
20211021,kk,512
20211021,kp,1386
20211021,kr,1379
20211021,lj,4181
20211021,mb,2603
20211021,ms,708
20211021,ng,924
20211021,nm,1104
20211021,po,392
20211021,sg,489
20211021,si,16065
20211021,za,438
20211020,ce,1697
20211020,kk,502
20211020,kp,1272
20211020,kr,1260
20211020,lj,3902
20211020,mb,2442
20211020,ms,675
20211020,ng,887
20211020,nm,979
20211020,po,373
20211020,sg,432
20211020,si,14938
20211020,za,421
20211019,ce,1659
20211019,kk,450
20211019,kp,1117
20211019,kr,1195
20211019,lj,3699
20211019,mb,2366
20211019,ms,617
20211019,ng,823
20211019,nm,952
20211019,po,354
20211019,sg,361
20211019,si,14054
20211019,za,370
20211018,ce,1573
20211018,kk,438
20211018,kp,984
20211018,kr,1086
20211018,lj,3468
20211018,mb,2220
20211018,ms,570
20211018,ng,765
20211018,nm,885
20211018,po,336
20211018,sg,341
20211018,si,13108
20211018,za,356
20211017,ce,1535
20211017,kk,394
20211017,kp,874
20211017,kr,1038
20211017,lj,3232
20211017,mb,2156
20211017,ms,555
20211017,ng,768
20211017,nm,817
20211017,po,302
20211017,sg,336
20211017,si,12415
20211017,za,329
20211016,ce,1530
20211016,kk,392
20211016,kp,872
20211016,kr,1037
20211016,lj,3179
20211016,mb,2131
20211016,ms,523
20211016,ng,759
20211016,nm,817
20211016,po,303
20211016,sg,327
20211016,si,12276
20211016,za,329
20211015,ce,1497
20211015,kk,390
20211015,kp,868
20211015,kr,1030
20211015,lj,3105
20211015,mb,2106
20211015,ms,531
20211015,ng,799
20211015,nm,814
20211015,po,301
20211015,sg,328
20211015,si,12177
20211015,za,331
20211014,ce,1501
20211014,kk,356
20211014,kp,830
20211014,kr,1019
20211014,lj,3041
20211014,mb,1996
20211014,ms,511
20211014,ng,739
20211014,nm,787
20211014,po,295
20211014,sg,291
20211014,si,11732
20211014,za,293
20211013,ce,1531
20211013,kk,348
20211013,kp,804
20211013,kr,1006
20211013,lj,2947
20211013,mb,2019
20211013,ms,473
20211013,ng,768
20211013,nm,787
20211013,po,274
20211013,sg,298
20211013,si,11600
20211013,za,274
20211012,ce,1539
20211012,kk,359
20211012,kp,779
20211012,kr,1028
20211012,lj,2946
20211012,mb,1966
20211012,ms,480
20211012,ng,750
20211012,nm,791
20211012,po,266
20211012,sg,303
20211012,si,11546
20211012,za,266
20211011,ce,1595
20211011,kk,363
20211011,kp,765
20211011,kr,989
20211011,lj,2950
20211011,mb,1989
20211011,ms,451
20211011,ng,814
20211011,nm,813
20211011,po,267
20211011,sg,331
20211011,si,11659
20211011,za,261
20211010,ce,1634
20211010,kk,356
20211010,kp,801
20211010,kr,975
20211010,lj,2953
20211010,mb,2004
20211010,ms,449
20211010,ng,816
20211010,nm,816
20211010,po,243
20211010,sg,322
20211010,si,11695
20211010,za,256
20211009,ce,1636
20211009,kk,354
20211009,kp,803
20211009,kr,976
20211009,lj,2993
20211009,mb,2058
20211009,ms,451
20211009,ng,819
20211009,nm,816
20211009,po,240
20211009,sg,319
20211009,si,11793
20211009,za,259
20211008,ce,1628
20211008,kk,358
20211008,kp,804
20211008,kr,977
20211008,lj,3001
20211008,mb,2030
20211008,ms,458
20211008,ng,793
20211008,nm,844
20211008,po,233
20211008,sg,309
20211008,si,11751
20211008,za,248
20211007,ce,1651
20211007,kk,363
20211007,kp,826
20211007,kr,1012
20211007,lj,2991
20211007,mb,2051
20211007,ms,464
20211007,ng,825
20211007,nm,856
20211007,po,226
20211007,sg,301
20211007,si,11875
20211007,za,242
20211006,ce,1654
20211006,kk,374
20211006,kp,833
20211006,kr,1014
20211006,lj,3017
20211006,mb,2078
20211006,ms,458
20211006,ng,831
20211006,nm,881
20211006,po,228
20211006,sg,314
20211006,si,11974
20211006,za,229
20211005,ce,1643
20211005,kk,368
20211005,kp,863
20211005,kr,1001
20211005,lj,2990
20211005,mb,2097
20211005,ms,457
20211005,ng,889
20211005,nm,881
20211005,po,222
20211005,sg,321
20211005,si,12017
20211005,za,217
20211004,ce,1607
20211004,kk,349
20211004,kp,878
20211004,kr,1032
20211004,lj,3001
20211004,mb,2083
20211004,ms,451
20211004,ng,907
20211004,nm,860
20211004,po,219
20211004,sg,318
20211004,si,11997
20211004,za,222
20211003,ce,1617
20211003,kk,360
20211003,kp,921
20211003,kr,1071
20211003,lj,3081
20211003,mb,2177
20211003,ms,435
20211003,ng,938
20211003,nm,902
20211003,po,226
20211003,sg,299
20211003,si,12325
20211003,za,226
20211002,ce,1614
20211002,kk,357
20211002,kp,921
20211002,kr,1079
20211002,lj,3139
20211002,mb,2182
20211002,ms,435
20211002,ng,939
20211002,nm,904
20211002,po,226
20211002,sg,296
20211002,si,12392
20211002,za,225
20211001,ce,1621
20211001,kk,363
20211001,kp,921
20211001,kr,1109
20211001,lj,3191
20211001,mb,2150
20211001,ms,421
20211001,ng,909
20211001,nm,904
20211001,po,227
20211001,sg,289
20211001,si,12404
20211001,za,226
20210930,ce,1617
20210930,kk,374
20210930,kp,957
20210930,kr,1166
20210930,lj,3263
20210930,mb,2164
20210930,ms,415
20210930,ng,928
20210930,nm,931
20210930,po,232
20210930,sg,295
20210930,si,12664
20210930,za,247
20210929,ce,1627
20210929,kk,373
20210929,kp,983
20210929,kr,1195
20210929,lj,3292
20210929,mb,2184
20210929,ms,418
20210929,ng,943
20210929,nm,933
20210929,po,247
20210929,sg,296
20210929,si,12836
20210929,za,263
20210928,ce,1704
20210928,kk,365
20210928,kp,1048
20210928,kr,1193
20210928,lj,3326
20210928,mb,2148
20210928,ms,423
20210928,ng,1072
20210928,nm,958
20210928,po,266
20210928,sg,290
20210928,si,13135
20210928,za,265
20210927,ce,1669
20210927,kk,365
20210927,kp,1070
20210927,kr,1244
20210927,lj,3393
20210927,mb,2143
20210927,ms,419
20210927,ng,1011
20210927,nm,958
20210927,po,263
20210927,sg,267
20210927,si,13158
20210927,za,281
20210926,ce,1712
20210926,kk,393
20210926,kp,1078
20210926,kr,1286
20210926,lj,3449
20210926,mb,2165
20210926,ms,422
20210926,ng,1049
20210926,nm,1023
20210926,po,309
20210926,sg,265
20210926,si,13511
20210926,za,285
20210925,ce,1718
20210925,kk,392
20210925,kp,1078
20210925,kr,1286
20210925,lj,3444
20210925,mb,2145
20210925,ms,407
20210925,ng,1084
20210925,nm,1024
20210925,po,312
20210925,sg,265
20210925,si,13510
20210925,za,282
20210924,ce,1724
20210924,kk,387
20210924,kp,1081
20210924,kr,1283
20210924,lj,3533
20210924,mb,2123
20210924,ms,402
20210924,ng,1130
20210924,nm,1008
20210924,po,322
20210924,sg,275
20210924,si,13623
20210924,za,283
20210923,ce,1730
20210923,kk,404
20210923,kp,1088
20210923,kr,1326
20210923,lj,3601
20210923,mb,2068
20210923,ms,380
20210923,ng,1087
20210923,nm,1035
20210923,po,350
20210923,sg,273
20210923,si,13704
20210923,za,284
20210922,ce,1758
20210922,kk,393
20210922,kp,1092
20210922,kr,1354
20210922,lj,3622
20210922,mb,2034
20210922,ms,390
20210922,ng,1087
20210922,nm,1041
20210922,po,359
20210922,sg,271
20210922,si,13762
20210922,za,280
20210921,ce,1763
20210921,kk,383
20210921,kp,1104
20210921,kr,1382
20210921,lj,3626
20210921,mb,1998
20210921,ms,381
20210921,ng,1041
20210921,nm,1060
20210921,po,411
20210921,sg,271
20210921,si,13769
20210921,za,277
20210920,ce,1704
20210920,kk,374
20210920,kp,1104
20210920,kr,1419
20210920,lj,3550
20210920,mb,1958
20210920,ms,368
20210920,ng,1079
20210920,nm,1074
20210920,po,405
20210920,sg,275
20210920,si,13675
20210920,za,296
20210919,ce,1633
20210919,kk,354
20210919,kp,1069
20210919,kr,1378
20210919,lj,3493
20210919,mb,1836
20210919,ms,367
20210919,ng,1025
20210919,nm,1043
20210919,po,429
20210919,sg,276
20210919,si,13248
20210919,za,277
20210918,ce,1641
20210918,kk,352
20210918,kp,1072
20210918,kr,1382
20210918,lj,3433
20210918,mb,1786
20210918,ms,372
20210918,ng,1061
20210918,nm,1041
20210918,po,430
20210918,sg,280
20210918,si,13192
20210918,za,278
20210917,ce,1629
20210917,kk,343
20210917,kp,1069
20210917,kr,1343
20210917,lj,3354
20210917,mb,1760
20210917,ms,361
20210917,ng,1031
20210917,nm,1017
20210917,po,443
20210917,sg,274
20210917,si,12965
20210917,za,277
20210916,ce,1556
20210916,kk,315
20210916,kp,1028
20210916,kr,1266
20210916,lj,3188
20210916,mb,1683
20210916,ms,345
20210916,ng,1060
20210916,nm,996
20210916,po,439
20210916,sg,264
20210916,si,12455
20210916,za,256
20210915,ce,1480
20210915,kk,306
20210915,kp,990
20210915,kr,1207
20210915,lj,3118
20210915,mb,1592
20210915,ms,322
20210915,ng,940
20210915,nm,973
20210915,po,441
20210915,sg,254
20210915,si,11921
20210915,za,243
20210914,ce,1328
20210914,kk,289
20210914,kp,938
20210914,kr,1174
20210914,lj,2976
20210914,mb,1509
20210914,ms,301
20210914,ng,850
20210914,nm,924
20210914,po,434
20210914,sg,238
20210914,si,11262
20210914,za,242
20210913,ce,1241
20210913,kk,261
20210913,kp,930
20210913,kr,1085
20210913,lj,2794
20210913,mb,1467
20210913,ms,281
20210913,ng,839
20210913,nm,859
20210913,po,414
20210913,sg,223
20210913,si,10669
20210913,za,217
20210912,ce,1112
20210912,kk,215
20210912,kp,887
20210912,kr,1032
20210912,lj,2595
20210912,mb,1349
20210912,ms,258
20210912,ng,797
20210912,nm,755
20210912,po,358
20210912,sg,208
20210912,si,9816
20210912,za,192
20210911,ce,1098
20210911,kk,211
20210911,kp,884
20210911,kr,1037
20210911,lj,2561
20210911,mb,1286
20210911,ms,269
20210911,ng,761
20210911,nm,755
20210911,po,356
20210911,sg,200
20210911,si,9675
20210911,za,192
20210910,ce,1074
20210910,kk,208
20210910,kp,878
20210910,kr,1022
20210910,lj,2436
20210910,mb,1239
20210910,ms,261
20210910,ng,750
20210910,nm,736
20210910,po,345
20210910,sg,189
20210910,si,9392
20210910,za,191
20210909,ce,981
20210909,kk,174
20210909,kp,860
20210909,kr,946
20210909,lj,2283
20210909,mb,1173
20210909,ms,270
20210909,ng,758
20210909,nm,660
20210909,po,316
20210909,sg,180
20210909,si,8844
20210909,za,184
20210908,ce,900
20210908,kk,152
20210908,kp,838
20210908,kr,889
20210908,lj,2157
20210908,mb,1108
20210908,ms,248
20210908,ng,763
20210908,nm,604
20210908,po,303
20210908,sg,180
20210908,si,8389
20210908,za,185
20210907,ce,803
20210907,kk,142
20210907,kp,807
20210907,kr,827
20210907,lj,2027
20210907,mb,1055
20210907,ms,248
20210907,ng,759
20210907,nm,558
20210907,po,248
20210907,sg,159
20210907,si,7881
20210907,za,181
20210906,ce,746
20210906,kk,141
20210906,kp,746
20210906,kr,744
20210906,lj,1992
20210906,mb,1002
20210906,ms,231
20210906,ng,606
20210906,nm,494
20210906,po,248
20210906,sg,134
20210906,si,7295
20210906,za,146
20210905,ce,671
20210905,kk,135
20210905,kp,701
20210905,kr,687
20210905,lj,1848
20210905,mb,1000
20210905,ms,231
20210905,ng,635
20210905,nm,436
20210905,po,199
20210905,sg,128
20210905,si,6890
