dateid,areaID,confirmedCases
20210309,nm,15635
20210309,po,4384
20210309,sg,7753
20210309,si,197465
20210309,za,5166
20210308,ce,25908
20210308,kk,8250
20210308,kp,8537
20210308,kr,20939
20210308,lj,46975
20210308,mb,29480
20210308,ms,13350
20210308,ng,9041
20210308,nm,15577
20210308,po,4369
20210308,sg,7732
20210308,si,196506
20210308,za,5130
20210307,ce,25791
20210307,kk,8228
20210307,kp,8475
20210307,kr,20850
20210307,lj,46810
20210307,mb,29404
20210307,ms,13315
20210307,ng,9001
20210307,nm,15528
20210307,po,4342
20210307,sg,7683
20210307,si,195763
20210307,za,5119
20210306,ce,25787
20210306,kk,8227
20210306,kp,8475
20210306,kr,20825
20210306,lj,46771
20210306,mb,29313
20210306,ms,13295
20210306,ng,8996
20210306,nm,15515
20210306,po,4342
20210306,sg,7673
20210306,si,195553
20210306,za,5117
20210305,ce,25755
20210305,kk,8220
20210305,kp,8475
20210305,kr,20778
20210305,lj,46632
20210305,mb,29246
20210305,ms,13267
20210305,ng,8976
20210305,nm,15492
20210305,po,4342
20210305,sg,7657
20210305,si,195170
20210305,za,5115
20210304,ce,25646
20210304,kk,8205
20210304,kp,8418
20210304,kr,20681
20210304,lj,46395
20210304,mb,29116
20210304,ms,13233
20210304,ng,8893
20210304,nm,15430
20210304,po,4312
20210304,sg,7617
20210304,si,194245
20210304,za,5087
20210303,ce,25516
20210303,kk,8195
20210303,kp,8333
20210303,kr,20571
20210303,lj,46183
20210303,mb,29013
20210303,ms,13197
20210303,ng,8851
20210303,nm,15365
20210303,po,4293
20210303,sg,7574
20210303,si,193359
20210303,za,5059
20210302,ce,25390
20210302,kk,8180
20210302,kp,8231
20210302,kr,20446
20210302,lj,45908
20210302,mb,28878
20210302,ms,13155
20210302,ng,8786
20210302,nm,15316
20210302,po,4276
20210302,sg,7524
20210302,si,192338
20210302,za,5046
20210301,ce,25254
20210301,kk,8167
20210301,kp,8093
20210301,kr,20309
20210301,lj,45549
20210301,mb,28721
20210301,ms,13114
20210301,ng,8738
20210301,nm,15261
20210301,po,4235
20210301,sg,7485
20210301,si,191127
20210301,za,5002
20210228,ce,25164
20210228,kk,8158
20210228,kp,7999
20210228,kr,20208
20210228,lj,45385
20210228,mb,28645
20210228,ms,13083
20210228,ng,8694
20210228,nm,15233
20210228,po,4218
20210228,sg,7437
20210228,si,190397
20210228,za,4981
20210227,ce,25155
20210227,kk,8157
20210227,kp,7997
20210227,kr,20179
20210227,lj,45311
20210227,mb,28585
20210227,ms,13058
20210227,ng,8687
20210227,nm,15222
20210227,po,4216
20210227,sg,7422
20210227,si,190152
20210227,za,4972
20210226,ce,25113
20210226,kk,8154
20210226,kp,7995
20210226,kr,20122
20210226,lj,45150
20210226,mb,28504
20210226,ms,13037
20210226,ng,8664
20210226,nm,15198
20210226,po,4216
20210226,sg,7402
20210226,si,189698
20210226,za,4954
20210225,ce,24985
20210225,kk,8141
20210225,kp,7913
20210225,kr,20015
20210225,lj,44892
20210225,mb,28371
20210225,ms,12994
20210225,ng,8597
20210225,nm,15150
20210225,po,4191
20210225,sg,7377
20210225,si,188750
20210225,za,4940
20210224,ce,24840
20210224,kk,8138
20210224,kp,7810
20210224,kr,19923
20210224,lj,44636
20210224,mb,28242
20210224,ms,12946
20210224,ng,8568
20210224,nm,15107
20210224,po,4169
20210224,sg,7346
20210224,si,187831
20210224,za,4926
20210223,ce,24730
20210223,kk,8116
20210223,kp,7732
20210223,kr,19829
20210223,lj,44401
20210223,mb,28145
20210223,ms,12915
20210223,ng,8514
20210223,nm,15057
20210223,po,4143
20210223,sg,7318
20210223,si,186972
20210223,za,4897
20210222,ce,24583
20210222,kk,8087
20210222,kp,7584
20210222,kr,19711
20210222,lj,44118
20210222,mb,28014
20210222,ms,12872
20210222,ng,8452
20210222,nm,15004
20210222,po,4112
20210222,sg,7299
20210222,si,185877
20210222,za,4871
20210221,ce,24475
20210221,kk,8069
20210221,kp,7497
20210221,kr,19612
20210221,lj,43887
20210221,mb,27888
20210221,ms,12805
20210221,ng,8415
20210221,nm,14963
20210221,po,4080
20210221,sg,7268
20210221,si,184974
20210221,za,4850
20210220,ce,24458
20210220,kk,8063
20210220,kp,7497
20210220,kr,19589
20210220,lj,43803
20210220,mb,27838
20210220,ms,12769
20210220,ng,8414
20210220,nm,14944
20210220,po,4080
20210220,sg,7266
20210220,si,184726
20210220,za,4842
20210219,ce,24415
20210219,kk,8060
20210219,kp,7494
20210219,kr,19541
20210219,lj,43640
20210219,mb,27767
20210219,ms,12762
20210219,ng,8381
20210219,nm,14920
20210219,po,4079
20210219,sg,7251
20210219,si,184308
20210219,za,4841
20210218,ce,24292
20210218,kk,8035
20210218,kp,7408
20210218,kr,19435
20210218,lj,43357
20210218,mb,27662
20210218,ms,12701
20210218,ng,8352
20210218,nm,14862
20210218,po,4057
20210218,sg,7218
20210218,si,183348
20210218,za,4820
20210217,ce,24207
20210217,kk,8016
20210217,kp,7297
20210217,kr,19319
20210217,lj,43133
20210217,mb,27549
20210217,ms,12632
20210217,ng,8308
20210217,nm,14802
20210217,po,4025
20210217,sg,7198
20210217,si,182438
20210217,za,4807
20210216,ce,24132
20210216,kk,8000
20210216,kp,7212
20210216,kr,19200
20210216,lj,42895
20210216,mb,27412
20210216,ms,12593
20210216,ng,8273
20210216,nm,14746
20210216,po,3996
20210216,sg,7170
20210216,si,181564
20210216,za,4796
20210215,ce,24000
20210215,kk,7979
20210215,kp,7096
20210215,kr,19071
20210215,lj,42589
20210215,mb,27296
20210215,ms,12539
20210215,ng,8230
20210215,nm,14657
20210215,po,3952
20210215,sg,7144
20210215,si,180464
20210215,za,4777
20210214,ce,23916
20210214,kk,7961
20210214,kp,7027
20210214,kr,18979
20210214,lj,42406
20210214,mb,27223
20210214,ms,12482
20210214,ng,8189
20210214,nm,14601
20210214,po,3917
20210214,sg,7120
20210214,si,179721
20210214,za,4770
20210213,ce,23911
20210213,kk,7959
20210213,kp,7025
20210213,kr,18959
20210213,lj,42311
20210213,mb,27161
20210213,ms,12470
20210213,ng,8184
20210213,nm,14593
20210213,po,3916
20210213,sg,7102
20210213,si,179477
20210213,za,4758
20210212,ce,23887
20210212,kk,7957
20210212,kp,7024
20210212,kr,18895
20210212,lj,42185
20210212,mb,27095
20210212,ms,12428
20210212,ng,8168
20210212,nm,14564
20210212,po,3914
20210212,sg,7094
20210212,si,179092
20210212,za,4755
20210211,ce,23785
20210211,kk,7919
20210211,kp,6914
20210211,kr,18800
20210211,lj,41935
20210211,mb,26939
20210211,ms,12402
20210211,ng,8107
20210211,nm,14500
20210211,po,3876
20210211,sg,7067
20210211,si,178100
20210211,za,4732
20210210,ce,23672
20210210,kk,7891
20210210,kp,6832
20210210,kr,18684
20210210,lj,41636
20210210,mb,26816
20210210,ms,12342
20210210,ng,8064
20210210,nm,14424
20210210,po,3845
20210210,sg,7024
20210210,si,177053
20210210,za,4709
20210209,ce,23525
20210209,kk,7829
20210209,kp,6693
20210209,kr,18569
20210209,lj,41300
20210209,mb,26628
20210209,ms,12290
20210209,ng,7982
20210209,nm,14308
20210209,po,3796
20210209,sg,7005
20210209,si,175716
20210209,za,4684
20210208,ce,23347
20210208,kk,7777
20210208,kp,6632
20210208,kr,18424
20210208,lj,40927
20210208,mb,26474
20210208,ms,12199
20210208,ng,7917
20210208,nm,14192
20210208,po,3756
20210208,sg,6962
20210208,si,174347
20210208,za,4640
20210207,ce,23330
20210207,kk,7734
20210207,kp,6625
20210207,kr,18394
20210207,lj,40854
20210207,mb,26402
20210207,ms,12172
20210207,ng,7902
20210207,nm,14172
20210207,po,3746
20210207,sg,6944
20210207,si,174009
20210207,za,4637
20210206,ce,23307
20210206,kk,7724
20210206,kp,6620
20210206,kr,18374
20210206,lj,40766
20210206,mb,26330
20210206,ms,12140
20210206,ng,7893
20210206,nm,14156
20210206,po,3745
20210206,sg,6925
20210206,si,173701
20210206,za,4630
20210205,ce,23280
20210205,kk,7713
20210205,kp,6597
20210205,kr,18313
20210205,lj,40619
20210205,mb,26214
20210205,ms,12098
20210205,ng,7879
20210205,nm,14123
20210205,po,3743
20210205,sg,6909
20210205,si,173203
20210205,za,4628
20210204,ce,23156
20210204,kk,7666
20210204,kp,6530
20210204,kr,18204
20210204,lj,40373
20210204,mb,26105
20210204,ms,12040
20210204,ng,7817
20210204,nm,14051
20210204,po,3706
20210204,sg,6889
20210204,si,172219
20210204,za,4605
20210203,ce,23060
20210203,kk,7630
20210203,kp,6465
20210203,kr,18094
20210203,lj,40122
20210203,mb,25952
20210203,ms,12009
20210203,ng,7772
20210203,nm,13973
20210203,po,3674
20210203,sg,6859
20210203,si,171259
20210203,za,4580
20210202,ce,22951
20210202,kk,7596
20210202,kp,6383
20210202,kr,17956
20210202,lj,39787
20210202,mb,25778
20210202,ms,11929
20210202,ng,7678
20210202,nm,13874
20210202,po,3632
20210202,sg,6813
20210202,si,169992
20210202,za,4550
20210201,ce,22769
20210201,kk,7521
20210201,kp,6269
20210201,kr,17773
20210201,lj,39405
20210201,mb,25575
20210201,ms,11856
20210201,ng,7585
20210201,nm,13739
20210201,po,3587
20210201,sg,6771
20210201,si,168427
20210201,za,4524
20210131,ce,22570
20210131,kk,7428
20210131,kp,6173
20210131,kr,17616
20210131,lj,38990
20210131,mb,25431
20210131,ms,11803
20210131,ng,7519
20210131,nm,13610
20210131,po,3535
20210131,sg,6704
20210131,si,166911
20210131,za,4483
20210130,ce,22546
20210130,kk,7413
20210130,kp,6173
20210130,kr,17590
20210130,lj,38908
20210130,mb,25316
20210130,ms,11768
20210130,ng,7506
20210130,nm,13592
20210130,po,3533
20210130,sg,6690
20210130,si,166563
20210130,za,4479
20210129,ce,22499
20210129,kk,7390
20210129,kp,6167
20210129,kr,17546
20210129,lj,38760
20210129,mb,25119
20210129,ms,11752
20210129,ng,7457
20210129,nm,13569
20210129,po,3531
20210129,sg,6663
20210129,si,165975
20210129,za,4478
20210128,ce,22378
20210128,kk,7308
20210128,kp,6075
20210128,kr,17411
20210128,lj,38446
20210128,mb,24955
20210128,ms,11648
20210128,ng,7399
20210128,nm,13446
20210128,po,3489
20210128,sg,6631
20210128,si,164673
20210128,za,4447
20210127,ce,22233
20210127,kk,7262
20210127,kp,5987
20210127,kr,17294
20210127,lj,38137
20210127,mb,24751
20210127,ms,11565
20210127,ng,7309
20210127,nm,13334
20210127,po,3459
20210127,sg,6594
20210127,si,163368
20210127,za,4407
20210126,ce,22063
20210126,kk,7195
20210126,kp,5891
20210126,kr,17160
20210126,lj,37772
20210126,mb,24510
20210126,ms,11474
20210126,ng,7178
20210126,nm,13201
20210126,po,3422
20210126,sg,6563
20210126,si,161827
20210126,za,4371
20210125,ce,21851
20210125,kk,7100
20210125,kp,5770
20210125,kr,16965
20210125,lj,37270
20210125,mb,24344
20210125,ms,11362
20210125,ng,7039
20210125,nm,13038
20210125,po,3383
20210125,sg,6525
20210125,si,159950
20210125,za,4309
20210124,ce,21587
20210124,kk,7001
20210124,kp,5640
20210124,kr,16798
20210124,lj,36950
20210124,mb,24108
20210124,ms,11294
20210124,ng,6910
20210124,nm,12911
20210124,po,3345
20210124,sg,6484
20210124,si,158268
20210124,za,4252
20210123,ce,21568
20210123,kk,6996
20210123,kp,5632
20210123,kr,16771
20210123,lj,36855
20210123,mb,24042
20210123,ms,11275
20210123,ng,6892
20210123,nm,12892
20210123,po,3343
20210123,sg,6472
20210123,si,157971
20210123,za,4246
20210122,ce,21523
20210122,kk,6980
20210122,kp,5621
20210122,kr,16718
20210122,lj,36724
20210122,mb,23928
20210122,ms,11217
20210122,ng,6850
20210122,nm,12851
20210122,po,3342
20210122,sg,6452
20210122,si,157430
20210122,za,4239
20210121,ce,21348
20210121,kk,6905
20210121,kp,5517
20210121,kr,16565
20210121,lj,36381
20210121,mb,23719
20210121,ms,11131
20210121,ng,6736
20210121,nm,12716
20210121,po,3294
20210121,sg,6431
20210121,si,155910
20210121,za,4192
20210120,ce,21186
20210120,kk,6852
20210120,kp,5405
20210120,kr,16456
20210120,lj,36089
20210120,mb,23518
20210120,ms,11059
20210120,ng,6581
20210120,nm,12575
20210120,po,3248
20210120,sg,6395
20210120,si,154451
20210120,za,4117
20210119,ce,21005
20210119,kk,6759
20210119,kp,5320
20210119,kr,16337
20210119,lj,35739
20210119,mb,23329
20210119,ms,10949
20210119,ng,6473
20210119,nm,12440
20210119,po,3222
20210119,sg,6376
20210119,si,152993
20210119,za,4079
20210118,ce,20806
20210118,kk,6676
20210118,kp,5203
20210118,kr,16164
20210118,lj,35355
20210118,mb,23100
20210118,ms,10846
20210118,ng,6330
20210118,nm,12316
20210118,po,3165
20210118,sg,6336
20210118,si,151276
20210118,za,4020
20210117,ce,20546
20210117,kk,6565
20210117,kp,5099
20210117,kr,16017
20210117,lj,34949
20210117,mb,22920
20210117,ms,10757
20210117,ng,6229
20210117,nm,12176
20210117,po,3115
20210117,sg,6293
20210117,si,149569
20210117,za,3949
20210116,ce,20537
20210116,kk,6554
20210116,kp,5090
20210116,kr,15986
20210116,lj,34877
20210116,mb,22841
20210116,ms,10730
20210116,ng,6211
20210116,nm,12152
20210116,po,3114
20210116,sg,6281
20210116,si,149269
20210116,za,3943
20210115,ce,20487
20210115,kk,6530
20210115,kp,5084
20210115,kr,15943
20210115,lj,34717
20210115,mb,22740
20210115,ms,10680
20210115,ng,6142
20210115,nm,12102
20210115,po,3114
20210115,sg,6274
20210115,si,148695
20210115,za,3936
20210114,ce,20310
20210114,kk,6446
20210114,kp,5013
20210114,kr,15802
20210114,lj,34409
20210114,mb,22527
20210114,ms,10599
20210114,ng,6066
20210114,nm,11970
20210114,po,3064
20210114,sg,6220
20210114,si,147146
20210114,za,3904
20210113,ce,20105
20210113,kk,6366
20210113,kp,4944
20210113,kr,15666
20210113,lj,34037
20210113,mb,22309
20210113,ms,10540
20210113,ng,5952
20210113,nm,11860
20210113,po,3020
20210113,sg,6177
20210113,si,145645
20210113,za,3864
20210112,ce,19880
20210112,kk,6272
20210112,kp,4862
20210112,kr,15502
20210112,lj,33557
20210112,mb,22028
20210112,ms,10425
20210112,ng,5859
20210112,nm,11737
20210112,po,2980
20210112,sg,6127
20210112,si,143837
20210112,za,3824
20210111,ce,19577
20210111,kk,6178
20210111,kp,4760
20210111,kr,15295
20210111,lj,33073
20210111,mb,21785
20210111,ms,10290
20210111,ng,5686
20210111,nm,11541
20210111,po,2946
20210111,sg,6051
20210111,si,141733
20210111,za,3779
20210110,ce,19273
20210110,kk,6073
20210110,kp,4666
20210110,kr,15126
20210110,lj,32748
20210110,mb,21482
20210110,ms,10182
20210110,ng,5554
20210110,nm,11395
20210110,po,2883
20210110,sg,5998
20210110,si,139823
20210110,za,3712
20210109,ce,19251
20210109,kk,6055
20210109,kp,4664
20210109,kr,15104
20210109,lj,32655
20210109,mb,21367
20210109,ms,10131
20210109,ng,5527
20210109,nm,11375
20210109,po,2883
20210109,sg,5965
20210109,si,139397
20210109,za,3698
20210108,ce,19166
20210108,kk,6013
20210108,kp,4658
20210108,kr,15035
20210108,lj,32508
20210108,mb,21237
20210108,ms,10070
20210108,ng,5412
20210108,nm,11306
20210108,po,2880
20210108,sg,5939
20210108,si,138634
20210108,za,3694
20210107,ce,18896
20210107,kk,5889
20210107,kp,4575
20210107,kr,14880
20210107,lj,32056
20210107,mb,20991
20210107,ms,9988
20210107,ng,5282
20210107,nm,11158
20210107,po,2830
20210107,sg,5878
20210107,si,136773
20210107,za,3643
20210106,ce,18652
20210106,kk,5774
20210106,kp,4477
20210106,kr,14713
20210106,lj,31611
20210106,mb,20648
20210106,ms,9859
20210106,ng,5103
20210106,nm,11004
20210106,po,2784
20210106,sg,5780
20210106,si,134689
20210106,za,3590
20210105,ce,18178
20210105,kk,5621
20210105,kp,4333
20210105,kr,14513
20210105,lj,31042
20210105,mb,20328
20210105,ms,9684
20210105,ng,4947
20210105,nm,10804
20210105,po,2716
20210105,sg,5647
20210105,si,131992
20210105,za,3495
20210104,ce,17686
20210104,kk,5365
20210104,kp,4166
20210104,kr,14226
20210104,lj,30248
20210104,mb,19967
20210104,ms,9464
20210104,ng,4796
20210104,nm,10452
20210104,po,2657
20210104,sg,5484
20210104,si,128564
20210104,za,3389
20210103,ce,17315
20210103,kk,5147
20210103,kp,4055
20210103,kr,13997
20210103,lj,29719
20210103,mb,19625
20210103,ms,9349
20210103,ng,4657
20210103,nm,10133
20210103,po,2590
20210103,sg,5414
20210103,si,125959
20210103,za,3308
20210102,ce,17259
20210102,kk,5059
20210102,kp,4045
20210102,kr,13941
20210102,lj,29509
20210102,mb,19515
20210102,ms,9260
20210102,ng,4629
20210102,nm,10066
20210102,po,2588
20210102,sg,5383
20210102,si,125193
20210102,za,3292
20210101,ce,17154
20210101,kk,4990
20210101,kp,4041
20210101,kr,13861
20210101,lj,29398
20210101,mb,19418
20210101,ms,9170
20210101,ng,4567
20210101,nm,9995
20210101,po,2586
20210101,sg,5335
20210101,si,124432
20210101,za,3278
20201231,ce,17102
20201231,kk,4972
20201231,kp,4031
20201231,kr,13825
20201231,lj,29287
20201231,mb,19337
20201231,ms,9132
20201231,ng,4557
20201231,nm,9978
20201231,po,2586
20201231,sg,5319
20201231,si,124034
20201231,za,3271
20201230,ce,16862
20201230,kk,4836
20201230,kp,3978
20201230,kr,13720
20201230,lj,28941
20201230,mb,19054
20201230,ms,8988
20201230,ng,4447
20201230,nm,9791
20201230,po,2566
20201230,sg,5230
20201230,si,122262
20201230,za,3223
20201229,ce,16452
20201229,kk,4716
20201229,kp,3881
20201229,kr,13508
20201229,lj,28413
20201229,mb,18748
20201229,ms,8854
20201229,ng,4317
20201229,nm,9539
20201229,po,2551
20201229,sg,5100
20201229,si,119833
20201229,za,3137
20201228,ce,16177
20201228,kk,4570
20201228,kp,3725
20201228,kr,13335
20201228,lj,27928
20201228,mb,18413
20201228,ms,8669
20201228,ng,4229
20201228,nm,9265
20201228,po,2470
20201228,sg,4976
20201228,si,117403
20201228,za,3041
20201227,ce,15920
20201227,kk,4407
20201227,kp,3588
20201227,kr,13164
20201227,lj,27467
20201227,mb,18147
20201227,ms,8588
20201227,ng,4167
20201227,nm,9060
20201227,po,2393
20201227,sg,4926
20201227,si,115411
20201227,za,2990
20201226,ce,15899
20201226,kk,4391
20201226,kp,3585
20201226,kr,13137
20201226,lj,27320
20201226,mb,17995
20201226,ms,8495
20201226,ng,4159
20201226,nm,9027
20201226,po,2389
20201226,sg,4908
20201226,si,114878
20201226,za,2981
20201225,ce,15816
20201225,kk,4336
20201225,kp,3578
20201225,kr,13091
20201225,lj,27177
20201225,mb,17920
20201225,ms,8466
20201225,ng,4118
20201225,nm,8965
20201225,po,2386
20201225,sg,4845
20201225,si,114255
20201225,za,2968
20201224,ce,15797
20201224,kk,4325
20201224,kp,3574
20201224,kr,13055
20201224,lj,27075
20201224,mb,17845
20201224,ms,8403
20201224,ng,4109
20201224,nm,8941
20201224,po,2383
20201224,sg,4828
20201224,si,113886
20201224,za,2965
20201223,ce,15560
20201223,kk,4145
20201223,kp,3517
20201223,kr,12931
20201223,lj,26678
20201223,mb,17545
20201223,ms,8296
20201223,ng,4037
20201223,nm,8771
20201223,po,2359
20201223,sg,4746
20201223,si,112074
20201223,za,2910
20201222,ce,15210
20201222,kk,4012
20201222,kp,3453
20201222,kr,12784
20201222,lj,26277
20201222,mb,17167
20201222,ms,8168
20201222,ng,3964
20201222,nm,8560
20201222,po,2326
20201222,sg,4666
20201222,si,110010
20201222,za,2852
20201221,ce,14889
20201221,kk,3876
20201221,kp,3347
20201221,kr,12642
20201221,lj,25873
20201221,mb,16836
20201221,ms,8048
20201221,ng,3872
20201221,nm,8253
20201221,po,2272
20201221,sg,4601
20201221,si,107853
20201221,za,2788
20201220,ce,14655
20201220,kk,3804
20201220,kp,3223
20201220,kr,12531
20201220,lj,25543
20201220,mb,16666
20201220,ms,7936
20201220,ng,3832
20201220,nm,8062
20201220,po,2218
20201220,sg,4541
20201220,si,106302
20201220,za,2743
20201219,ce,14628
20201219,kk,3790
20201219,kp,3221
20201219,kr,12518
20201219,lj,25466
20201219,mb,16549
20201219,ms,7870
20201219,ng,3823
20201219,nm,8025
20201219,po,2214
20201219,sg,4519
20201219,si,105906
20201219,za,2736
20201218,ce,14532
20201218,kk,3732
20201218,kp,3218
20201218,kr,12471
20201218,lj,25264
20201218,mb,16308
20201218,ms,7791
20201218,ng,3812
20201218,nm,7946
20201218,po,2211
20201218,sg,4474
20201218,si,105024
20201218,za,2725
20201217,ce,14329
20201217,kk,3684
20201217,kp,3159
20201217,kr,12369
20201217,lj,24996
20201217,mb,16083
20201217,ms,7678
20201217,ng,3752
20201217,nm,7756
20201217,po,2166
20201217,sg,4426
20201217,si,103594
20201217,za,2665
20201216,ce,14109
20201216,kk,3617
20201216,kp,3097
20201216,kr,12267
20201216,lj,24669
20201216,mb,15749
20201216,ms,7575
20201216,ng,3711
20201216,nm,7612
20201216,po,2144
20201216,sg,4394
20201216,si,102077
20201216,za,2613
20201215,ce,13876
20201215,kk,3493
20201215,kp,3008
20201215,kr,12121
20201215,lj,24338
20201215,mb,15498
20201215,ms,7461
20201215,ng,3658
20201215,nm,7452
20201215,po,2119
20201215,sg,4347
20201215,si,100429
20201215,za,2545
20201214,ce,13484
20201214,kk,3417
20201214,kp,2904
20201214,kr,11941
20201214,lj,24010
20201214,mb,15222
20201214,ms,7297
20201214,ng,3584
20201214,nm,7161
20201214,po,2049
20201214,sg,4247
20201214,si,98317
20201214,za,2493
20201213,ce,13245
20201213,kk,3320
20201213,kp,2830
20201213,kr,11812
20201213,lj,23659
20201213,mb,15036
20201213,ms,7205
20201213,ng,3495
20201213,nm,7022
20201213,po,2012
20201213,sg,4211
20201213,si,96785
20201213,za,2433
20201212,ce,13229
20201212,kk,3306
20201212,kp,2825
20201212,kr,11799
20201212,lj,23575
20201212,mb,14895
20201212,ms,7151
20201212,ng,3491
20201212,nm,6964
20201212,po,2010
20201212,sg,4175
20201212,si,96352
20201212,za,2429
20201211,ce,13093
20201211,kk,3275
20201211,kp,2813
20201211,kr,11709
20201211,lj,23400
20201211,mb,14743
20201211,ms,7067
20201211,ng,3460
20201211,nm,6887
20201211,po,2002
20201211,sg,4144
20201211,si,95518
20201211,za,2424
20201210,ce,12793
20201210,kk,3163
20201210,kp,2736
20201210,kr,11562
20201210,lj,23100
20201210,mb,14427
20201210,ms,6963
20201210,ng,3380
20201210,nm,6722
20201210,po,1957
20201210,sg,4099
20201210,si,93768
20201210,za,2372
20201209,ce,12516
20201209,kk,3037
20201209,kp,2663
20201209,kr,11428
20201209,lj,22767
20201209,mb,14182
20201209,ms,6828
20201209,ng,3299
20201209,nm,6508
20201209,po,1911
20201209,sg,4028
20201209,si,91952
20201209,za,2300
20201208,ce,12119
20201208,kk,2945
20201208,kp,2593
20201208,kr,11305
20201208,lj,22463
20201208,mb,13769
20201208,ms,6706
20201208,ng,3278
20201208,nm,6367
20201208,po,1876
20201208,sg,3929
20201208,si,90100
20201208,za,2272
20201207,ce,11847
20201207,kk,2841
20201207,kp,2494
20201207,kr,11119
20201207,lj,22070
20201207,mb,13482
20201207,ms,6517
20201207,ng,3161
20201207,nm,6077
20201207,po,1811
20201207,sg,3860
20201207,si,87960
20201207,za,2210
20201206,ce,11660
20201206,kk,2700
20201206,kp,2417
20201206,kr,10973
20201206,lj,21664
20201206,mb,13276
20201206,ms,6435
20201206,ng,3094
20201206,nm,5917
20201206,po,1757
20201206,sg,3821
20201206,si,86330
20201206,za,2150
20201205,ce,11600
20201205,kk,2665
20201205,kp,2416
20201205,kr,10950
20201205,lj,21583
20201205,mb,13160
20201205,ms,6366
20201205,ng,3089
20201205,nm,5895
20201205,po,1756
20201205,sg,3764
20201205,si,85850
20201205,za,2145
20201204,ce,11459
20201204,kk,2637
20201204,kp,2411
20201204,kr,10893
20201204,lj,21420
20201204,mb,12904
20201204,ms,6246
20201204,ng,3026
20201204,nm,5812
20201204,po,1737
20201204,sg,3682
20201204,si,84817
20201204,za,2133
20201203,ce,11212
20201203,kk,2557
20201203,kp,2298
20201203,kr,10759
20201203,lj,21154
20201203,mb,12571
20201203,ms,6148
20201203,ng,2948
20201203,nm,5677
20201203,po,1676
20201203,sg,3627
20201203,si,83170
20201203,za,2099
20201202,ce,10988
20201202,kk,2464
20201202,kp,2228
20201202,kr,10637
20201202,lj,20827
20201202,mb,12162
20201202,ms,5992
20201202,ng,2871
20201202,nm,5513
20201202,po,1609
20201202,sg,3578
20201202,si,81384
20201202,za,2075
20201201,ce,10711
20201201,kk,2386
20201201,kp,2148
20201201,kr,10473
20201201,lj,20462
20201201,mb,11903
20201201,ms,5877
20201201,ng,2808
20201201,nm,5357
20201201,po,1547
20201201,sg,3488
20201201,si,79608
20201201,za,2013
20201130,ce,10371
20201130,kk,2218
20201130,kp,2020
20201130,kr,10291
20201130,lj,20013
20201130,mb,11410
20201130,ms,5731
20201130,ng,2696
20201130,nm,5134
20201130,po,1489
20201130,sg,3406
20201130,si,77170
20201130,za,1969
20201129,ce,10184
20201129,kk,2138
20201129,kp,1963
20201129,kr,10163
20201129,lj,19723
20201129,mb,11232
20201129,ms,5652
20201129,ng,2659
20201129,nm,5022
20201129,po,1432
20201129,sg,3359
20201129,si,75871
20201129,za,1927
20201128,ce,10154
20201128,kk,2110
20201128,kp,1960
20201128,kr,10148
20201128,lj,19646
20201128,mb,11122
20201128,ms,5585
20201128,ng,2648
20201128,nm,5006
20201128,po,1408
20201128,sg,3332
20201128,si,75444
20201128,za,1911
20201127,ce,10019
20201127,kk,2070
20201127,kp,1939
20201127,kr,10075
20201127,lj,19494
20201127,mb,10780
20201127,ms,5475
20201127,ng,2612
20201127,nm,4943
20201127,po,1363
20201127,sg,3262
20201127,si,74335
20201127,za,1896
20201126,ce,9751
20201126,kk,2020
20201126,kp,1854
20201126,kr,9951
20201126,lj,19131
20201126,mb,10491
20201126,ms,5361
20201126,ng,2546
20201126,nm,4812
20201126,po,1332
20201126,sg,3220
20201126,si,72734
20201126,za,1865
20201125,ce,9455
20201125,kk,1913
20201125,kp,1784
20201125,kr,9830
20201125,lj,18893
20201125,mb,10235
20201125,ms,5237
20201125,ng,2489
20201125,nm,4633
20201125,po,1276
20201125,sg,3150
20201125,si,71122
20201125,za,1832
20201124,ce,9165
20201124,kk,1847
20201124,kp,1720
20201124,kr,9707
20201124,lj,18452
20201124,mb,9958
20201124,ms,5111
20201124,ng,2417
20201124,nm,4509
20201124,po,1245
20201124,sg,3069
20201124,si,69340
20201124,za,1752
20201123,ce,8784
20201123,kk,1745
20201123,kp,1642
20201123,kr,9525
20201123,lj,18088
20201123,mb,9542
20201123,ms,4949
20201123,ng,2352
20201123,nm,4300
20201123,po,1195
20201123,sg,2912
20201123,si,67106
20201123,za,1696
20201122,ce,8576
20201122,kk,1694
20201122,kp,1599
20201122,kr,9371
20201122,lj,17764
20201122,mb,9398
20201122,ms,4821
20201122,ng,2317
20201122,nm,4206
20201122,po,1174
20201122,sg,2851
20201122,si,65798
20201122,za,1659
20201121,ce,8521
20201121,kk,1681
20201121,kp,1597
20201121,kr,9344
20201121,lj,17689
20201121,mb,9262
20201121,ms,4735
20201121,ng,2312
20201121,nm,4171
20201121,po,1174
20201121,sg,2830
20201121,si,65327
20201121,za,1644
20201120,ce,8365
20201120,kk,1659
20201120,kp,1584
20201120,kr,9261
20201120,lj,17512
20201120,mb,9035
20201120,ms,4623
20201120,ng,2273
20201120,nm,4122
20201120,po,1122
20201120,sg,2745
20201120,si,64302
20201120,za,1639
20201119,ce,8119
20201119,kk,1610
20201119,kp,1534
20201119,kr,9089
20201119,lj,17207
20201119,mb,8696
20201119,ms,4479
20201119,ng,2204
20201119,nm,4003
