dateId,BundeslandID,Bundesland,AnzahlFaelleSum,AnzahlTotSum,AnzahlGeheiltSum
20200718,7,Tirol,3584,110,3428
20200718,8,Vorarlberg,929,19,901
20200718,9,Wien,4503,217,3855
20200718,10,Österreich,19565,740,17424
20200719,1,Burgenland,384,11,348
20200719,2,Kärnten,459,14,428
20200719,3,Niederösterreich,3177,116,2884
20200719,4,Oberösterreich,3273,64,2641
20200719,5,Salzburg,1307,37,1201
20200719,6,Steiermark,2000,152,1766
20200719,7,Tirol,3585,110,3429
20200719,8,Vorarlberg,930,19,903
20200719,9,Wien,4537,217,3879
20200719,10,Österreich,19652,740,17479
20200720,1,Burgenland,388,11,349
20200720,2,Kärnten,463,14,431
20200720,3,Niederösterreich,3185,116,2888
20200720,4,Oberösterreich,3293,64,2687
20200720,5,Salzburg,1310,37,1208
20200720,6,Steiermark,2010,153,1771
20200720,7,Tirol,3587,110,3435
20200720,8,Vorarlberg,930,19,904
20200720,9,Wien,4576,218,3908
20200720,10,Österreich,19742,742,17581
20200721,1,Burgenland,388,11,351
20200721,2,Kärnten,463,14,432
20200721,3,Niederösterreich,3198,116,2895
20200721,4,Oberösterreich,3344,64,2753
20200721,5,Salzburg,1318,37,1214
20200721,6,Steiermark,2027,153,1784
20200721,7,Tirol,3601,110,3439
20200721,8,Vorarlberg,930,19,905
20200721,9,Wien,4610,218,3938
20200721,10,Österreich,19879,742,17711
20200722,1,Burgenland,389,11,352
20200722,2,Kärnten,463,14,432
20200722,3,Niederösterreich,3218,116,2905
20200722,4,Oberösterreich,3397,64,2804
20200722,5,Salzburg,1323,37,1219
20200722,6,Steiermark,2038,153,1785
20200722,7,Tirol,3604,110,3440
20200722,8,Vorarlberg,938,19,905
20200722,9,Wien,4671,218,3959
20200722,10,Österreich,20041,742,17801
20200723,1,Burgenland,391,11,353
20200723,2,Kärnten,463,14,436
20200723,3,Niederösterreich,3232,116,2908
20200723,4,Oberösterreich,3433,64,2840
20200723,5,Salzburg,1328,37,1226
20200723,6,Steiermark,2052,153,1792
20200723,7,Tirol,3608,110,3444
20200723,8,Vorarlberg,939,19,906
20200723,9,Wien,4712,219,3986
20200723,10,Österreich,20158,743,17891
20200724,1,Burgenland,393,11,353
20200724,2,Kärnten,463,14,438
20200724,3,Niederösterreich,3250,116,2914
20200724,4,Oberösterreich,3479,64,2889
20200724,5,Salzburg,1335,37,1228
20200724,6,Steiermark,2059,153,1799
20200724,7,Tirol,3612,110,3448
20200724,8,Vorarlberg,942,19,906
20200724,9,Wien,4778,219,4020
20200724,10,Österreich,20311,743,17995
20200725,1,Burgenland,396,11,354
20200725,2,Kärnten,464,14,439
20200725,3,Niederösterreich,3271,116,2915
20200725,4,Oberösterreich,3502,64,2918
20200725,5,Salzburg,1346,37,1232
20200725,6,Steiermark,2062,154,1811
20200725,7,Tirol,3618,110,3456
20200725,8,Vorarlberg,952,19,906
20200725,9,Wien,4812,219,4050
20200725,10,Österreich,20423,744,18081
20200726,1,Burgenland,400,11,355
20200726,2,Kärnten,464,14,440
20200726,3,Niederösterreich,3292,116,2918
20200726,4,Oberösterreich,3528,64,2929
20200726,5,Salzburg,1347,37,1235
20200726,6,Steiermark,2072,154,1816
20200726,7,Tirol,3626,110,3458
20200726,8,Vorarlberg,952,19,907
20200726,9,Wien,4843,219,4084
20200726,10,Österreich,20524,744,18142
20200727,1,Burgenland,400,11,355
20200727,2,Kärnten,466,14,440
20200727,3,Niederösterreich,3305,117,2951
20200727,4,Oberösterreich,3551,66,2990
20200727,5,Salzburg,1348,37,1238
20200727,6,Steiermark,2081,154,1824
20200727,7,Tirol,3631,110,3465
20200727,8,Vorarlberg,957,19,908
20200727,9,Wien,4881,219,4126
20200727,10,Österreich,20620,747,18297
20200728,1,Burgenland,404,11,358
20200728,2,Kärnten,467,14,442
20200728,3,Niederösterreich,3322,117,2974
20200728,4,Oberösterreich,3577,66,3043
20200728,5,Salzburg,1352,37,1241
20200728,6,Steiermark,2087,154,1833
20200728,7,Tirol,3644,110,3474
20200728,8,Vorarlberg,958,19,908
20200728,9,Wien,4962,219,4172
20200728,10,Österreich,20773,747,18445
20200729,1,Burgenland,409,11,366
20200729,2,Kärnten,467,14,443
20200729,3,Niederösterreich,3337,118,2983
20200729,4,Oberösterreich,3608,66,3077
20200729,5,Salzburg,1364,37,1249
20200729,6,Steiermark,2096,154,1840
20200729,7,Tirol,3649,110,3479
20200729,8,Vorarlberg,964,19,908
20200729,9,Wien,4981,219,4216
20200729,10,Österreich,20875,748,18561
20200730,1,Burgenland,416,11,367
20200730,2,Kärnten,470,14,443
20200730,3,Niederösterreich,3359,118,3003
20200730,4,Oberösterreich,3654,66,3108
20200730,5,Salzburg,1381,37,1252
20200730,6,Steiermark,2102,154,1857
20200730,7,Tirol,3655,110,3483
20200730,8,Vorarlberg,964,19,909
20200730,9,Wien,5064,219,4262
20200730,10,Österreich,21065,748,18684
20200731,1,Burgenland,417,11,369
20200731,2,Kärnten,472,14,447
20200731,3,Niederösterreich,3378,118,3031
20200731,4,Oberösterreich,3675,66,3150
20200731,5,Salzburg,1381,37,1257
20200731,6,Steiermark,2105,154,1871
20200731,7,Tirol,3657,110,3493
20200731,8,Vorarlberg,967,19,911
20200731,9,Wien,5136,219,4286
20200731,10,Österreich,21188,748,18815
20200801,1,Burgenland,418,11,369
20200801,2,Kärnten,475,14,447
20200801,3,Niederösterreich,3386,118,3052
20200801,4,Oberösterreich,3688,66,3180
20200801,5,Salzburg,1384,37,1262
20200801,6,Steiermark,2109,154,1874
20200801,7,Tirol,3659,110,3496
20200801,8,Vorarlberg,968,19,918
20200801,9,Wien,5163,219,4312
20200801,10,Österreich,21250,748,18910
20200802,1,Burgenland,419,11,369
20200802,2,Kärnten,478,14,448
20200802,3,Niederösterreich,3393,118,3069
20200802,4,Oberösterreich,3694,67,3196
20200802,5,Salzburg,1387,37,1263
20200802,6,Steiermark,2111,154,1877
20200802,7,Tirol,3665,110,3497
20200802,8,Vorarlberg,969,19,919
20200802,9,Wien,5204,219,4366
20200802,10,Österreich,21320,749,19004
20200803,1,Burgenland,421,11,371
20200803,2,Kärnten,481,14,449
20200803,3,Niederösterreich,3405,118,3100
20200803,4,Oberösterreich,3715,67,3243
20200803,5,Salzburg,1389,37,1282
20200803,6,Steiermark,2113,154,1889
20200803,7,Tirol,3668,110,3509
20200803,8,Vorarlberg,969,19,930
20200803,9,Wien,5252,219,4414
20200803,10,Österreich,21413,749,19187
20200804,1,Burgenland,422,11,373
20200804,2,Kärnten,482,14,450
20200804,3,Niederösterreich,3423,118,3128
20200804,4,Oberösterreich,3734,67,3294
20200804,5,Salzburg,1393,37,1290
20200804,6,Steiermark,2120,154,1892
20200804,7,Tirol,3675,110,3512
20200804,8,Vorarlberg,972,19,931
20200804,9,Wien,5275,219,4477
20200804,10,Österreich,21496,749,19347
20200805,1,Burgenland,423,11,379
20200805,2,Kärnten,489,14,452
20200805,3,Niederösterreich,3437,118,3139
20200805,4,Oberösterreich,3762,67,3362
20200805,5,Salzburg,1394,38,1299
20200805,6,Steiermark,2124,154,1904
20200805,7,Tirol,3678,110,3514
20200805,8,Vorarlberg,976,19,932
20200805,9,Wien,5372,219,4519
20200805,10,Österreich,21655,750,19500
20200806,1,Burgenland,423,11,380
20200806,2,Kärnten,492,14,453
20200806,3,Niederösterreich,3451,118,3147
20200806,4,Oberösterreich,3781,68,3392
20200806,5,Salzburg,1404,38,1303
20200806,6,Steiermark,2133,154,1912
20200806,7,Tirol,3679,110,3515
20200806,8,Vorarlberg,979,19,934
20200806,9,Wien,5432,219,4588
20200806,10,Österreich,21774,751,19624
20200807,1,Burgenland,424,11,381
20200807,2,Kärnten,497,14,453
20200807,3,Niederösterreich,3460,119,3169
20200807,4,Oberösterreich,3803,68,3437
20200807,5,Salzburg,1407,38,1315
20200807,6,Steiermark,2137,154,1925
20200807,7,Tirol,3681,110,3522
20200807,8,Vorarlberg,982,19,941
20200807,9,Wien,5473,219,4618
20200807,10,Österreich,21864,752,19761
20200808,1,Burgenland,426,11,388
20200808,2,Kärnten,502,14,454
20200808,3,Niederösterreich,3467,119,3182
20200808,4,Oberösterreich,3810,69,3457
20200808,5,Salzburg,1424,38,1320
20200808,6,Steiermark,2141,154,1930
20200808,7,Tirol,3681,110,3527
20200808,8,Vorarlberg,983,19,943
20200808,9,Wien,5534,219,4651
20200808,10,Österreich,21968,753,19852
20200809,1,Burgenland,427,11,390
20200809,2,Kärnten,507,14,454
20200809,3,Niederösterreich,3475,119,3192
20200809,4,Oberösterreich,3820,69,3472
20200809,5,Salzburg,1426,38,1322
20200809,6,Steiermark,2143,154,1932
20200809,7,Tirol,3684,110,3528
20200809,8,Vorarlberg,991,19,945
20200809,9,Wien,5567,219,4686
20200809,10,Österreich,22040,753,19921
20200810,1,Burgenland,428,11,393
20200810,2,Kärnten,509,14,454
20200810,3,Niederösterreich,3493,119,3207
20200810,4,Oberösterreich,3848,69,3510
20200810,5,Salzburg,1432,38,1328
20200810,6,Steiermark,2149,154,1940
20200810,7,Tirol,3697,110,3535
20200810,8,Vorarlberg,994,19,946
20200810,9,Wien,5648,219,4746
20200810,10,Österreich,22198,753,20059
20200811,1,Burgenland,430,11,396
20200811,2,Kärnten,514,14,458
20200811,3,Niederösterreich,3516,119,3228
20200811,4,Oberösterreich,3875,69,3531
20200811,5,Salzburg,1447,39,1333
20200811,6,Steiermark,2161,154,1943
20200811,7,Tirol,3724,110,3540
20200811,8,Vorarlberg,996,19,949
20200811,9,Wien,5722,220,4778
20200811,10,Österreich,22385,755,20156
20200812,1,Burgenland,433,11,399
20200812,2,Kärnten,520,14,462
20200812,3,Niederösterreich,3533,119,3243
20200812,4,Oberösterreich,3904,69,3557
20200812,5,Salzburg,1460,39,1342
20200812,6,Steiermark,2178,155,1950
20200812,7,Tirol,3744,110,3543
20200812,8,Vorarlberg,1002,19,953
20200812,9,Wien,5802,220,4842
20200812,10,Österreich,22576,756,20291
20200813,1,Burgenland,435,11,403
20200813,2,Kärnten,545,14,467
20200813,3,Niederösterreich,3550,119,3257
20200813,4,Oberösterreich,3945,69,3573
20200813,5,Salzburg,1469,39,1346
20200813,6,Steiermark,2185,155,1951
20200813,7,Tirol,3804,110,3547
20200813,8,Vorarlberg,1013,20,953
20200813,9,Wien,5881,221,4891
20200813,10,Österreich,22827,758,20388
20200814,1,Burgenland,436,11,406
20200814,2,Kärnten,572,14,469
20200814,3,Niederösterreich,3582,119,3267
20200814,4,Oberösterreich,3996,69,3605
20200814,5,Salzburg,1487,39,1351
20200814,6,Steiermark,2200,155,1957
20200814,7,Tirol,3842,110,3548
20200814,8,Vorarlberg,1019,20,954
20200814,9,Wien,6042,222,4941
20200814,10,Österreich,23176,759,20498
20200815,1,Burgenland,437,11,406
20200815,2,Kärnten,580,14,472
20200815,3,Niederösterreich,3604,119,3278
20200815,4,Oberösterreich,4024,69,3620
20200815,5,Salzburg,1494,39,1352
20200815,6,Steiermark,2210,155,1965
20200815,7,Tirol,3855,110,3554
20200815,8,Vorarlberg,1020,20,960
20200815,9,Wien,6108,222,4973
20200815,10,Österreich,23332,759,20580
20200816,1,Burgenland,438,11,406
20200816,2,Kärnten,588,14,472
20200816,3,Niederösterreich,3619,119,3286
20200816,4,Oberösterreich,4054,69,3623
20200816,5,Salzburg,1498,39,1371
20200816,6,Steiermark,2222,155,1969
20200816,7,Tirol,3877,110,3559
20200816,8,Vorarlberg,1026,20,963
20200816,9,Wien,6179,222,5005
20200816,10,Österreich,23501,759,20654
20200817,1,Burgenland,440,11,407
20200817,2,Kärnten,590,14,478
20200817,3,Niederösterreich,3641,119,3296
20200817,4,Oberösterreich,4084,69,3657
20200817,5,Salzburg,1499,39,1380
20200817,6,Steiermark,2238,155,1975
20200817,7,Tirol,3914,110,3562
20200817,8,Vorarlberg,1031,20,965
20200817,9,Wien,6323,222,5046
20200817,10,Österreich,23760,759,20766
20200818,1,Burgenland,443,11,409
20200818,2,Kärnten,596,14,480
20200818,3,Niederösterreich,3669,119,3310
20200818,4,Oberösterreich,4142,69,3683
20200818,5,Salzburg,1527,39,1389
20200818,6,Steiermark,2266,155,1982
20200818,7,Tirol,3935,110,3570
20200818,8,Vorarlberg,1035,20,971
20200818,9,Wien,6399,222,5114
20200818,10,Österreich,24012,759,20908
20200819,1,Burgenland,449,11,409
20200819,2,Kärnten,602,14,485
20200819,3,Niederösterreich,3685,119,3327
20200819,4,Oberösterreich,4218,69,3700
20200819,5,Salzburg,1542,39,1395
20200819,6,Steiermark,2282,155,1990
20200819,7,Tirol,3957,110,3591
20200819,8,Vorarlberg,1047,20,974
20200819,9,Wien,6577,223,5169
20200819,10,Österreich,24359,760,21040
20200820,1,Burgenland,454,11,410
20200820,2,Kärnten,609,14,487
20200820,3,Niederösterreich,3719,119,3344
20200820,4,Oberösterreich,4278,69,3725
20200820,5,Salzburg,1542,39,1405
20200820,6,Steiermark,2300,155,1995
20200820,7,Tirol,3986,110,3602
20200820,8,Vorarlberg,1052,20,977
20200820,9,Wien,6750,223,5238
20200820,10,Österreich,24690,760,21183
20200821,1,Burgenland,457,11,411
20200821,2,Kärnten,614,14,493
20200821,3,Niederösterreich,3748,119,3373
20200821,4,Oberösterreich,4317,69,3768
20200821,5,Salzburg,1561,39,1414
20200821,6,Steiermark,2318,156,2005
20200821,7,Tirol,4027,110,3621
20200821,8,Vorarlberg,1054,20,981
20200821,9,Wien,6896,223,5326
20200821,10,Österreich,24992,761,21392
20200822,1,Burgenland,463,11,414
20200822,2,Kärnten,621,14,501
20200822,3,Niederösterreich,3768,119,3389
20200822,4,Oberösterreich,4346,69,3790
20200822,5,Salzburg,1577,39,1420
20200822,6,Steiermark,2339,156,2013
20200822,7,Tirol,4051,110,3642
20200822,8,Vorarlberg,1058,20,987
20200822,9,Wien,6998,223,5384
20200822,10,Österreich,25221,761,21540
20200823,1,Burgenland,465,11,416
20200823,2,Kärnten,625,14,515
20200823,3,Niederösterreich,3799,119,3410
20200823,4,Oberösterreich,4375,69,3803
20200823,5,Salzburg,1577,39,1425
20200823,6,Steiermark,2353,156,2013
20200823,7,Tirol,4065,110,3685
20200823,8,Vorarlberg,1062,20,991
20200823,9,Wien,7092,223,5440
20200823,10,Österreich,25413,761,21698
20200824,1,Burgenland,468,11,419
20200824,2,Kärnten,627,14,532
20200824,3,Niederösterreich,3819,119,3430
20200824,4,Oberösterreich,4406,69,3850
20200824,5,Salzburg,1589,39,1433
20200824,6,Steiermark,2365,156,2025
20200824,7,Tirol,4092,110,3713
20200824,8,Vorarlberg,1068,20,995
20200824,9,Wien,7221,224,5502
20200824,10,Österreich,25655,762,21899
20200825,1,Burgenland,472,11,419
20200825,2,Kärnten,630,14,544
20200825,3,Niederösterreich,3847,119,3451
20200825,4,Oberösterreich,4465,69,3907
20200825,5,Salzburg,1597,39,1438
20200825,6,Steiermark,2397,156,2054
20200825,7,Tirol,4127,110,3736
20200825,8,Vorarlberg,1070,20,999
20200825,9,Wien,7351,224,5580
20200825,10,Österreich,25956,762,22128
20200826,1,Burgenland,478,11,420
20200826,2,Kärnten,637,14,556
20200826,3,Niederösterreich,3872,119,3474
20200826,4,Oberösterreich,4525,69,3939
20200826,5,Salzburg,1605,39,1448
20200826,6,Steiermark,2433,156,2072
20200826,7,Tirol,4169,110,3756
20200826,8,Vorarlberg,1079,20,1004
20200826,9,Wien,7477,224,5683
20200826,10,Österreich,26275,762,22352
20200827,1,Burgenland,481,11,422
20200827,2,Kärnten,643,14,574
20200827,3,Niederösterreich,3904,119,3504
20200827,4,Oberösterreich,4578,69,3984
20200827,5,Salzburg,1612,39,1459
20200827,6,Steiermark,2456,156,2093
20200827,7,Tirol,4199,110,3794
20200827,8,Vorarlberg,1084,20,1010
20200827,9,Wien,7544,224,5773
20200827,10,Österreich,26501,762,22613
20200828,1,Burgenland,490,11,425
20200828,2,Kärnten,648,14,586
20200828,3,Niederösterreich,3935,119,3529
20200828,4,Oberösterreich,4634,69,4066
20200828,5,Salzburg,1625,39,1469
20200828,6,Steiermark,2483,156,2115
20200828,7,Tirol,4243,110,3808
20200828,8,Vorarlberg,1086,20,1015
20200828,9,Wien,7751,224,5939
20200828,10,Österreich,26895,762,22952
20200829,1,Burgenland,494,11,426
20200829,2,Kärnten,648,14,586
20200829,3,Niederösterreich,3983,119,3541
20200829,4,Oberösterreich,4652,69,4111
20200829,5,Salzburg,1638,39,1489
20200829,6,Steiermark,2497,156,2121
20200829,7,Tirol,4284,110,3820
20200829,8,Vorarlberg,1087,20,1023
20200829,9,Wien,7848,224,6012
20200829,10,Österreich,27131,762,23129
20200830,1,Burgenland,501,11,428
20200830,2,Kärnten,650,14,591
20200830,3,Niederösterreich,4020,119,3564
20200830,4,Oberösterreich,4675,69,4132
20200830,5,Salzburg,1639,39,1495
20200830,6,Steiermark,2510,156,2137
20200830,7,Tirol,4303,110,3844
20200830,8,Vorarlberg,1098,20,1026
20200830,9,Wien,7958,224,6120
20200830,10,Österreich,27354,762,23337
20200831,1,Burgenland,507,11,436
20200831,2,Kärnten,652,14,599
20200831,3,Niederösterreich,4049,119,3592
20200831,4,Oberösterreich,4690,69,4180
20200831,5,Salzburg,1648,39,1497
20200831,6,Steiermark,2536,156,2153
20200831,7,Tirol,4344,110,3890
20200831,8,Vorarlberg,1110,20,1030
20200831,9,Wien,8039,225,6196
20200831,10,Österreich,27575,763,23573
20200901,1,Burgenland,513,11,441
20200901,2,Kärnten,654,14,606
20200901,3,Niederösterreich,4074,120,3625
20200901,4,Oberösterreich,4726,69,4212
20200901,5,Salzburg,1657,39,1503
20200901,6,Steiermark,2548,156,2166
20200901,7,Tirol,4396,110,3905
20200901,8,Vorarlberg,1117,20,1038
20200901,9,Wien,8176,225,6295
20200901,10,Österreich,27861,764,23791
20200902,1,Burgenland,517,11,444
20200902,2,Kärnten,657,14,609
20200902,3,Niederösterreich,4139,120,3642
20200902,4,Oberösterreich,4755,69,4242
20200902,5,Salzburg,1664,39,1522
20200902,6,Steiermark,2597,156,2193
20200902,7,Tirol,4456,110,3938
20200902,8,Vorarlberg,1123,20,1044
20200902,9,Wien,8382,225,6416
20200902,10,Österreich,28290,764,24050
20200903,1,Burgenland,527,11,445
20200903,2,Kärnten,659,14,610
20200903,3,Niederösterreich,4174,120,3667
20200903,4,Oberösterreich,4789,69,4286
20200903,5,Salzburg,1669,39,1532
20200903,6,Steiermark,2621,156,2214
20200903,7,Tirol,4503,110,3988
20200903,8,Vorarlberg,1137,20,1051
20200903,9,Wien,8578,225,6574
20200903,10,Österreich,28657,764,24367
20200904,1,Burgenland,539,11,452
20200904,2,Kärnten,660,14,611
20200904,3,Niederösterreich,4209,120,3699
20200904,4,Oberösterreich,4827,69,4359
20200904,5,Salzburg,1679,39,1542
20200904,6,Steiermark,2641,156,2251
20200904,7,Tirol,4538,110,4015
20200904,8,Vorarlberg,1157,20,1058
20200904,9,Wien,8787,227,6756
20200904,10,Österreich,29037,766,24743
20200905,1,Burgenland,547,11,454
20200905,2,Kärnten,662,14,614
20200905,3,Niederösterreich,4253,120,3727
20200905,4,Oberösterreich,4865,69,4393
20200905,5,Salzburg,1698,39,1559
20200905,6,Steiermark,2658,156,2271
20200905,7,Tirol,4556,110,4057
20200905,8,Vorarlberg,1166,20,1062
20200905,9,Wien,8849,227,6826
20200905,10,Österreich,29254,766,24963
20200906,1,Burgenland,550,11,454
20200906,2,Kärnten,666,14,620
20200906,3,Niederösterreich,4306,120,3754
20200906,4,Oberösterreich,4899,69,4405
20200906,5,Salzburg,1702,39,1563
20200906,6,Steiermark,2670,156,2290
20200906,7,Tirol,4589,110,4081
20200906,8,Vorarlberg,1184,20,1065
20200906,9,Wien,9055,227,6903
20200906,10,Österreich,29621,766,25135
20200907,1,Burgenland,553,11,457
20200907,2,Kärnten,671,14,622
20200907,3,Niederösterreich,4348,120,3794
20200907,4,Oberösterreich,4923,69,4462
20200907,5,Salzburg,1713,39,1582
20200907,6,Steiermark,2680,156,2314
20200907,7,Tirol,4644,110,4126
20200907,8,Vorarlberg,1210,20,1068
20200907,9,Wien,9275,227,7026
20200907,10,Österreich,30017,766,25451
20200908,1,Burgenland,562,11,462
20200908,2,Kärnten,677,14,624
20200908,3,Niederösterreich,4409,120,3831
20200908,4,Oberösterreich,4995,69,4514
20200908,5,Salzburg,1722,39,1584
20200908,6,Steiermark,2712,156,2332
20200908,7,Tirol,4719,110,4158
20200908,8,Vorarlberg,1231,20,1077
20200908,9,Wien,9542,228,7181
20200908,10,Österreich,30569,767,25763
20200909,1,Burgenland,574,11,474
20200909,2,Kärnten,682,14,625
20200909,3,Niederösterreich,4498,120,3861
20200909,4,Oberösterreich,5045,69,4544
20200909,5,Salzburg,1739,39,1595
20200909,6,Steiermark,2748,156,2353
20200909,7,Tirol,4792,110,4190
20200909,8,Vorarlberg,1258,20,1080
20200909,9,Wien,9924,228,7300
20200909,10,Österreich,31260,767,26022
20200910,1,Burgenland,583,11,482
20200910,2,Kärnten,689,14,627
20200910,3,Niederösterreich,4569,120,3900
20200910,4,Oberösterreich,5099,69,4571
20200910,5,Salzburg,1755,39,1603
20200910,6,Steiermark,2797,156,2367
20200910,7,Tirol,4861,110,4226
20200910,8,Vorarlberg,1302,20,1086
20200910,9,Wien,10204,232,7382
20200910,10,Österreich,31859,771,26244
20200911,1,Burgenland,592,11,491
20200911,2,Kärnten,692,14,630
20200911,3,Niederösterreich,4707,121,3931
20200911,4,Oberösterreich,5182,70,4600
20200911,5,Salzburg,1777,39,1614
20200911,6,Steiermark,2844,156,2399
20200911,7,Tirol,4969,110,4271
20200911,8,Vorarlberg,1376,20,1091
20200911,9,Wien,10650,234,7593
20200911,10,Österreich,32789,775,26620
20200912,1,Burgenland,594,11,498
20200912,2,Kärnten,702,14,635
20200912,3,Niederösterreich,4781,121,3964
20200912,4,Oberösterreich,5236,70,4618
20200912,5,Salzburg,1794,40,1615
20200912,6,Steiermark,2887,156,2412
20200912,7,Tirol,5020,111,4343
20200912,8,Vorarlberg,1387,20,1102
20200912,9,Wien,10802,234,7665
20200912,10,Österreich,33203,777,26852
20200913,1,Burgenland,604,11,502
20200913,2,Kärnten,709,14,639
20200913,3,Niederösterreich,4847,121,3992
20200913,4,Oberösterreich,5295,70,4636
20200913,5,Salzburg,1794,40,1620
20200913,6,Steiermark,2911,156,2429
20200913,7,Tirol,5057,111,4377
20200913,8,Vorarlberg,1416,20,1115
20200913,9,Wien,10984,234,7801
20200913,10,Österreich,33617,777,27111
20200914,1,Burgenland,612,11,507
20200914,2,Kärnten,716,14,640
20200914,3,Niederösterreich,4966,122,4060
20200914,4,Oberösterreich,5346,70,4665
20200914,5,Salzburg,1811,40,1636
20200914,6,Steiermark,2958,156,2449
20200914,7,Tirol,5158,111,4408
20200914,8,Vorarlberg,1468,20,1125
20200914,9,Wien,11402,234,7903
20200914,10,Österreich,34437,778,27393
20200915,1,Burgenland,623,11,520
20200915,2,Kärnten,724,14,644
20200915,3,Niederösterreich,5084,122,4093
20200915,4,Oberösterreich,5441,70,4719
20200915,5,Salzburg,1830,40,1651
20200915,6,Steiermark,3008,156,2472
20200915,7,Tirol,5246,111,4459
20200915,8,Vorarlberg,1488,20,1150
20200915,9,Wien,11715,234,8052
20200915,10,Österreich,35159,778,27760
20200916,1,Burgenland,643,11,522
20200916,2,Kärnten,737,14,649
20200916,3,Niederösterreich,5217,122,4129
20200916,4,Oberösterreich,5533,70,4757
20200916,5,Salzburg,1859,40,1655
20200916,6,Steiermark,3061,157,2503
20200916,7,Tirol,5314,111,4502
20200916,8,Vorarlberg,1538,20,1169
20200916,9,Wien,12111,237,8211
20200916,10,Österreich,36013,782,28097
20200917,1,Burgenland,656,11,528
20200917,2,Kärnten,747,14,656
20200917,3,Niederösterreich,5367,122,4175
20200917,4,Oberösterreich,5638,71,4794
20200917,5,Salzburg,1897,40,1669
20200917,6,Steiermark,3108,158,2522
20200917,7,Tirol,5380,111,4565
20200917,8,Vorarlberg,1573,20,1187
20200917,9,Wien,12453,238,8413
20200917,10,Österreich,36819,785,28509
20200918,1,Burgenland,668,11,542
20200918,2,Kärnten,754,14,660
20200918,3,Niederösterreich,5497,122,4271
20200918,4,Oberösterreich,5748,72,4841
20200918,5,Salzburg,1937,40,1679
20200918,6,Steiermark,3142,159,2563
20200918,7,Tirol,5469,111,4654
20200918,8,Vorarlberg,1615,20,1222
20200918,9,Wien,12863,239,8567
20200918,10,Österreich,37693,788,28999
20200919,1,Burgenland,678,11,548
20200919,2,Kärnten,769,14,663
20200919,3,Niederösterreich,5611,122,4323
20200919,4,Oberösterreich,5799,72,4904
20200919,5,Salzburg,1965,40,1693
20200919,6,Steiermark,3204,159,2585
20200919,7,Tirol,5524,111,4721
20200919,8,Vorarlberg,1657,20,1258
20200919,9,Wien,13153,239,8649
20200919,10,Österreich,38360,788,29344
20200920,1,Burgenland,681,11,553
20200920,2,Kärnten,781,14,668
20200920,3,Niederösterreich,5706,123,4396
20200920,4,Oberösterreich,5862,72,4938
20200920,5,Salzburg,1987,40,1695
20200920,6,Steiermark,3257,160,2609
20200920,7,Tirol,5548,111,4815
20200920,8,Vorarlberg,1692,21,1300
20200920,9,Wien,13317,240,8752
20200920,10,Österreich,38831,792,29726
20200921,1,Burgenland,713,11,565
20200921,2,Kärnten,788,14,675
20200921,3,Niederösterreich,5782,123,4494
20200921,4,Oberösterreich,5945,73,5016
20200921,5,Salzburg,2005,40,1717
20200921,6,Steiermark,3296,161,2635
20200921,7,Tirol,5608,111,4905
20200921,8,Vorarlberg,1725,21,1337
20200921,9,Wien,13551,241,9057
20200921,10,Österreich,39413,795,30401
20200922,1,Burgenland,727,11,576
20200922,2,Kärnten,802,14,686
20200922,3,Niederösterreich,5916,124,4577
20200922,4,Oberösterreich,6036,74,5089
20200922,5,Salzburg,2016,40,1735
20200922,6,Steiermark,3329,162,2677
20200922,7,Tirol,5679,111,4975
20200922,8,Vorarlberg,1743,21,1378
20200922,9,Wien,13883,241,9338
20200922,10,Österreich,40131,798,31031
20200923,1,Burgenland,742,11,588
20200923,2,Kärnten,819,14,694
20200923,3,Niederösterreich,6037,124,4671
20200923,4,Oberösterreich,6097,75,5147
20200923,5,Salzburg,2050,40,1741
20200923,6,Steiermark,3373,163,2708
20200923,7,Tirol,5735,111,5040
20200923,8,Vorarlberg,1772,21,1404
20200923,9,Wien,14310,244,9690
20200923,10,Österreich,40935,803,31683
20200924,1,Burgenland,753,11,595
20200924,2,Kärnten,841,14,701
20200924,3,Niederösterreich,6173,124,4781
20200924,4,Oberösterreich,6167,76,5211
20200924,5,Salzburg,2083,41,1764
20200924,6,Steiermark,3383,164,2750
20200924,7,Tirol,5793,111,5100
20200924,8,Vorarlberg,1792,21,1431
20200924,9,Wien,14607,244,9944
20200924,10,Österreich,41592,806,32277
20200925,1,Burgenland,769,11,605
20200925,2,Kärnten,855,14,708
20200925,3,Niederösterreich,6309,125,4922
20200925,4,Oberösterreich,6286,76,5330
20200925,5,Salzburg,2116,41,1783
20200925,6,Steiermark,3457,164,2802
20200925,7,Tirol,5851,111,5171
20200925,8,Vorarlberg,1825,21,1466
20200925,9,Wien,14886,246,10350
20200925,10,Österreich,42354,809,33137
20200926,1,Burgenland,784,11,615
20200926,2,Kärnten,874,14,714
20200926,3,Niederösterreich,6409,125,5033
20200926,4,Oberösterreich,6339,76,5395
20200926,5,Salzburg,2134,41,1812
20200926,6,Steiermark,3484,164,2833
20200926,7,Tirol,5905,111,5216
20200926,8,Vorarlberg,1850,21,1510
20200926,9,Wien,15165,250,10583
20200926,10,Österreich,42944,813,33711
20200927,1,Burgenland,792,11,622
20200927,2,Kärnten,881,14,719
20200927,3,Niederösterreich,6517,125,5122
