dateid,areaID,deaths
20230127,mb,1837
20230127,ms,746
20230127,ng,514
20230127,nm,597
20230127,po,250
20230127,sg,346
20230127,si,9071
20230127,za,281
20230126,ce,1081
20230126,kk,408
20230126,kp,384
20230126,kr,741
20230126,lj,1873
20230126,mb,1837
20230126,ms,746
20230126,ng,514
20230126,nm,597
20230126,po,250
20230126,sg,346
20230126,si,9067
20230126,za,281
20230125,ce,1081
20230125,kk,408
20230125,kp,384
20230125,kr,741
20230125,lj,1872
20230125,mb,1835
20230125,ms,745
20230125,ng,514
20230125,nm,597
20230125,po,250
20230125,sg,346
20230125,si,9063
20230125,za,281
20230124,ce,1081
20230124,kk,408
20230124,kp,384
20230124,kr,741
20230124,lj,1871
20230124,mb,1834
20230124,ms,744
20230124,ng,514
20230124,nm,595
20230124,po,250
20230124,sg,345
20230124,si,9056
20230124,za,280
20230123,ce,1080
20230123,kk,408
20230123,kp,384
20230123,kr,740
20230123,lj,1871
20230123,mb,1832
20230123,ms,744
20230123,ng,514
20230123,nm,592
20230123,po,249
20230123,sg,345
20230123,si,9048
20230123,za,280
20230122,ce,1079
20230122,kk,408
20230122,kp,383
20230122,kr,739
20230122,lj,1871
20230122,mb,1831
20230122,ms,744
20230122,ng,514
20230122,nm,592
20230122,po,249
20230122,sg,345
20230122,si,9044
20230122,za,280
20230121,ce,1078
20230121,kk,407
20230121,kp,382
20230121,kr,738
20230121,lj,1869
20230121,mb,1831
20230121,ms,744
20230121,ng,514
20230121,nm,592
20230121,po,249
20230121,sg,345
20230121,si,9037
20230121,za,279
20230120,ce,1078
20230120,kk,407
20230120,kp,382
20230120,kr,738
20230120,lj,1866
20230120,mb,1830
20230120,ms,742
20230120,ng,514
20230120,nm,592
20230120,po,249
20230120,sg,345
20230120,si,9030
20230120,za,278
20230119,ce,1078
20230119,kk,406
20230119,kp,382
20230119,kr,736
20230119,lj,1866
20230119,mb,1827
20230119,ms,739
20230119,ng,514
20230119,nm,592
20230119,po,249
20230119,sg,345
20230119,si,9020
20230119,za,277
20230118,ce,1078
20230118,kk,406
20230118,kp,382
20230118,kr,736
20230118,lj,1862
20230118,mb,1827
20230118,ms,739
20230118,ng,513
20230118,nm,591
20230118,po,249
20230118,sg,344
20230118,si,9013
20230118,za,277
20230117,ce,1078
20230117,kk,405
20230117,kp,382
20230117,kr,736
20230117,lj,1861
20230117,mb,1827
20230117,ms,738
20230117,ng,513
20230117,nm,591
20230117,po,249
20230117,sg,344
20230117,si,9009
20230117,za,276
20230116,ce,1078
20230116,kk,405
20230116,kp,382
20230116,kr,736
20230116,lj,1860
20230116,mb,1826
20230116,ms,738
20230116,ng,511
20230116,nm,591
20230116,po,248
20230116,sg,344
20230116,si,9003
20230116,za,275
20230115,ce,1078
20230115,kk,404
20230115,kp,382
20230115,kr,734
20230115,lj,1859
20230115,mb,1824
20230115,ms,737
20230115,ng,510
20230115,nm,591
20230115,po,248
20230115,sg,343
20230115,si,8994
20230115,za,275
20230114,ce,1077
20230114,kk,404
20230114,kp,382
20230114,kr,732
20230114,lj,1857
20230114,mb,1822
20230114,ms,736
20230114,ng,510
20230114,nm,590
20230114,po,248
20230114,sg,343
20230114,si,8985
20230114,za,275
20230113,ce,1077
20230113,kk,404
20230113,kp,382
20230113,kr,732
20230113,lj,1856
20230113,mb,1822
20230113,ms,735
20230113,ng,509
20230113,nm,590
20230113,po,247
20230113,sg,343
20230113,si,8981
20230113,za,275
20230112,ce,1077
20230112,kk,404
20230112,kp,381
20230112,kr,732
20230112,lj,1854
20230112,mb,1819
20230112,ms,734
20230112,ng,509
20230112,nm,590
20230112,po,247
20230112,sg,342
20230112,si,8973
20230112,za,275
20230111,ce,1076
20230111,kk,404
20230111,kp,379
20230111,kr,730
20230111,lj,1853
20230111,mb,1816
20230111,ms,733
20230111,ng,509
20230111,nm,590
20230111,po,247
20230111,sg,342
20230111,si,8963
20230111,za,275
20230110,ce,1076
20230110,kk,403
20230110,kp,379
20230110,kr,730
20230110,lj,1849
20230110,mb,1815
20230110,ms,733
20230110,ng,508
20230110,nm,590
20230110,po,247
20230110,sg,342
20230110,si,8955
20230110,za,274
20230109,ce,1075
20230109,kk,402
20230109,kp,379
20230109,kr,730
20230109,lj,1848
20230109,mb,1814
20230109,ms,732
20230109,ng,508
20230109,nm,590
20230109,po,247
20230109,sg,340
20230109,si,8948
20230109,za,274
20230108,ce,1075
20230108,kk,401
20230108,kp,379
20230108,kr,730
20230108,lj,1848
20230108,mb,1813
20230108,ms,731
20230108,ng,508
20230108,nm,588
20230108,po,247
20230108,sg,340
20230108,si,8942
20230108,za,273
20230107,ce,1074
20230107,kk,401
20230107,kp,379
20230107,kr,728
20230107,lj,1848
20230107,mb,1808
20230107,ms,729
20230107,ng,506
20230107,nm,588
20230107,po,247
20230107,sg,340
20230107,si,8930
20230107,za,273
20230106,ce,1074
20230106,kk,401
20230106,kp,378
20230106,kr,727
20230106,lj,1847
20230106,mb,1808
20230106,ms,729
20230106,ng,505
20230106,nm,588
20230106,po,247
20230106,sg,340
20230106,si,8926
20230106,za,273
20230105,ce,1074
20230105,kk,400
20230105,kp,375
20230105,kr,727
20230105,lj,1846
20230105,mb,1804
20230105,ms,729
20230105,ng,505
20230105,nm,587
20230105,po,247
20230105,sg,340
20230105,si,8914
20230105,za,271
20230104,ce,1074
20230104,kk,400
20230104,kp,375
20230104,kr,726
20230104,lj,1840
20230104,mb,1800
20230104,ms,729
20230104,ng,504
20230104,nm,586
20230104,po,246
20230104,sg,339
20230104,si,8899
20230104,za,271
20230103,ce,1073
20230103,kk,400
20230103,kp,375
20230103,kr,726
20230103,lj,1838
20230103,mb,1800
20230103,ms,729
20230103,ng,504
20230103,nm,585
20230103,po,246
20230103,sg,339
20230103,si,8895
20230103,za,271
20230102,ce,1073
20230102,kk,400
20230102,kp,375
20230102,kr,726
20230102,lj,1835
20230102,mb,1796
20230102,ms,728
20230102,ng,503
20230102,nm,585
20230102,po,246
20230102,sg,338
20230102,si,8885
20230102,za,271
20230101,ce,1071
20230101,kk,400
20230101,kp,374
20230101,kr,726
20230101,lj,1834
20230101,mb,1789
20230101,ms,727
20230101,ng,502
20230101,nm,585
20230101,po,246
20230101,sg,338
20230101,si,8871
20230101,za,270
20221231,ce,1071
20221231,kk,399
20221231,kp,374
20221231,kr,725
20221231,lj,1831
20221231,mb,1786
20221231,ms,727
20221231,ng,502
20221231,nm,584
20221231,po,246
20221231,sg,338
20221231,si,8861
20221231,za,269
20221230,ce,1070
20221230,kk,397
20221230,kp,373
20221230,kr,724
20221230,lj,1826
20221230,mb,1784
20221230,ms,727
20221230,ng,502
20221230,nm,584
20221230,po,245
20221230,sg,338
20221230,si,8847
20221230,za,268
20221229,ce,1069
20221229,kk,397
20221229,kp,372
20221229,kr,724
20221229,lj,1825
20221229,mb,1781
20221229,ms,727
20221229,ng,501
20221229,nm,584
20221229,po,245
20221229,sg,338
20221229,si,8840
20221229,za,268
20221228,ce,1067
20221228,kk,396
20221228,kp,371
20221228,kr,724
20221228,lj,1822
20221228,mb,1780
20221228,ms,727
20221228,ng,499
20221228,nm,584
20221228,po,245
20221228,sg,337
20221228,si,8829
20221228,za,268
20221227,ce,1066
20221227,kk,396
20221227,kp,371
20221227,kr,724
20221227,lj,1822
20221227,mb,1778
20221227,ms,726
20221227,ng,499
20221227,nm,584
20221227,po,245
20221227,sg,337
20221227,si,8825
20221227,za,268
20221226,ce,1064
20221226,kk,394
20221226,kp,371
20221226,kr,723
20221226,lj,1819
20221226,mb,1777
20221226,ms,726
20221226,ng,499
20221226,nm,583
20221226,po,245
20221226,sg,337
20221226,si,8815
20221226,za,268
20221225,ce,1064
20221225,kk,392
20221225,kp,371
20221225,kr,722
20221225,lj,1815
20221225,mb,1773
20221225,ms,726
20221225,ng,499
20221225,nm,582
20221225,po,245
20221225,sg,336
20221225,si,8801
20221225,za,267
20221224,ce,1062
20221224,kk,392
20221224,kp,370
20221224,kr,720
20221224,lj,1811
20221224,mb,1772
20221224,ms,725
20221224,ng,498
20221224,nm,582
20221224,po,244
20221224,sg,336
20221224,si,8787
20221224,za,266
20221223,ce,1062
20221223,kk,392
20221223,kp,370
20221223,kr,718
20221223,lj,1807
20221223,mb,1771
20221223,ms,724
20221223,ng,498
20221223,nm,581
20221223,po,244
20221223,sg,336
20221223,si,8777
20221223,za,265
20221222,ce,1062
20221222,kk,391
20221222,kp,370
20221222,kr,717
20221222,lj,1806
20221222,mb,1771
20221222,ms,722
20221222,ng,498
20221222,nm,581
20221222,po,244
20221222,sg,335
20221222,si,8771
20221222,za,265
20221221,ce,1061
20221221,kk,390
20221221,kp,369
20221221,kr,715
20221221,lj,1802
20221221,mb,1767
20221221,ms,722
20221221,ng,498
20221221,nm,579
20221221,po,244
20221221,sg,335
20221221,si,8756
20221221,za,265
20221220,ce,1061
20221220,kk,388
20221220,kp,369
20221220,kr,715
20221220,lj,1802
20221220,mb,1762
20221220,ms,722
20221220,ng,495
20221220,nm,579
20221220,po,243
20221220,sg,334
20221220,si,8744
20221220,za,265
20221219,ce,1060
20221219,kk,388
20221219,kp,369
20221219,kr,715
20221219,lj,1799
20221219,mb,1761
20221219,ms,721
20221219,ng,495
20221219,nm,579
20221219,po,243
20221219,sg,334
20221219,si,8738
20221219,za,265
20221218,ce,1058
20221218,kk,388
20221218,kp,368
20221218,kr,714
20221218,lj,1797
20221218,mb,1761
20221218,ms,720
20221218,ng,493
20221218,nm,579
20221218,po,243
20221218,sg,332
20221218,si,8726
20221218,za,264
20221217,ce,1056
20221217,kk,387
20221217,kp,368
20221217,kr,713
20221217,lj,1796
20221217,mb,1759
20221217,ms,720
20221217,ng,492
20221217,nm,578
20221217,po,243
20221217,sg,332
20221217,si,8717
20221217,za,264
20221216,ce,1056
20221216,kk,385
20221216,kp,368
20221216,kr,713
20221216,lj,1795
20221216,mb,1758
20221216,ms,720
20221216,ng,492
20221216,nm,578
20221216,po,242
20221216,sg,332
20221216,si,8711
20221216,za,263
20221215,ce,1055
20221215,kk,385
20221215,kp,368
20221215,kr,712
20221215,lj,1792
20221215,mb,1758
20221215,ms,720
20221215,ng,492
20221215,nm,578
20221215,po,242
20221215,sg,332
20221215,si,8706
20221215,za,263
20221214,ce,1054
20221214,kk,385
20221214,kp,368
20221214,kr,711
20221214,lj,1789
20221214,mb,1756
20221214,ms,719
20221214,ng,490
20221214,nm,578
20221214,po,242
20221214,sg,332
20221214,si,8696
20221214,za,263
20221213,ce,1054
20221213,kk,385
20221213,kp,365
20221213,kr,711
20221213,lj,1785
20221213,mb,1755
20221213,ms,719
20221213,ng,490
20221213,nm,577
20221213,po,240
20221213,sg,332
20221213,si,8685
20221213,za,263
20221212,ce,1052
20221212,kk,385
20221212,kp,365
20221212,kr,711
20221212,lj,1783
20221212,mb,1752
20221212,ms,719
20221212,ng,490
20221212,nm,577
20221212,po,239
20221212,sg,332
20221212,si,8677
20221212,za,263
20221211,ce,1052
20221211,kk,382
20221211,kp,364
20221211,kr,709
20221211,lj,1781
20221211,mb,1750
20221211,ms,719
20221211,ng,489
20221211,nm,576
20221211,po,239
20221211,sg,332
20221211,si,8665
20221211,za,263
20221210,ce,1049
20221210,kk,382
20221210,kp,362
20221210,kr,708
20221210,lj,1780
20221210,mb,1750
20221210,ms,719
20221210,ng,489
20221210,nm,575
20221210,po,238
20221210,sg,332
20221210,si,8656
20221210,za,263
20221209,ce,1047
20221209,kk,381
20221209,kp,361
20221209,kr,708
20221209,lj,1777
20221209,mb,1750
20221209,ms,719
20221209,ng,487
20221209,nm,575
20221209,po,238
20221209,sg,332
20221209,si,8647
20221209,za,263
20221208,ce,1044
20221208,kk,381
20221208,kp,361
20221208,kr,708
20221208,lj,1777
20221208,mb,1750
20221208,ms,718
20221208,ng,487
20221208,nm,575
20221208,po,238
20221208,sg,332
20221208,si,8643
20221208,za,263
20221207,ce,1042
20221207,kk,381
20221207,kp,361
20221207,kr,708
20221207,lj,1776
20221207,mb,1750
20221207,ms,718
20221207,ng,487
20221207,nm,575
20221207,po,237
20221207,sg,332
20221207,si,8639
20221207,za,263
20221206,ce,1040
20221206,kk,381
20221206,kp,360
20221206,kr,708
20221206,lj,1775
20221206,mb,1749
20221206,ms,718
20221206,ng,486
20221206,nm,575
20221206,po,237
20221206,sg,332
20221206,si,8633
20221206,za,263
20221205,ce,1039
20221205,kk,381
20221205,kp,360
20221205,kr,708
20221205,lj,1775
20221205,mb,1749
20221205,ms,718
20221205,ng,484
20221205,nm,575
20221205,po,237
20221205,sg,332
20221205,si,8630
20221205,za,263
20221204,ce,1038
20221204,kk,381
20221204,kp,360
20221204,kr,707
20221204,lj,1773
20221204,mb,1749
20221204,ms,718
20221204,ng,483
20221204,nm,574
20221204,po,237
20221204,sg,332
20221204,si,8624
20221204,za,263
20221203,ce,1037
20221203,kk,381
20221203,kp,360
20221203,kr,707
20221203,lj,1772
20221203,mb,1748
20221203,ms,718
20221203,ng,482
20221203,nm,574
20221203,po,237
20221203,sg,332
20221203,si,8620
20221203,za,263
20221202,ce,1037
20221202,kk,381
20221202,kp,359
20221202,kr,707
20221202,lj,1771
